service_id,date,exception_type
1,20121112,1
1,20121123,1
1,20121224,1
1,20121231,1
1,20130121,1
1,20130218,1
1,20131007,1
1,20131111,1
1,20131129,1
2,20121122,1
2,20121225,1
2,20130101,1
2,20130527,1
2,20130704,1
2,20130902,1
2,20131128,1
2,20131225,1
3,20121112,2
3,20121122,2
3,20121123,2
3,20121224,2
3,20121225,2
3,20121231,2
3,20130101,2
3,20130121,2
3,20130218,2
3,20130527,2
3,20130704,2
3,20130902,2
3,20131007,2
3,20131111,2
3,20131128,2
3,20131129,2
3,20131225,2
