stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url
158,52221,"Washington Blvd, EB @ N Evergreen Street, NS",38.885027,-77.125409,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A52221#realTimeResultsContainer"
159,52222,"Washington Blvd, EB @ N Buchanan Street, NS",38.885184,-77.121318,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A52222#realTimeResultsContainer"
160,52223,"Washington Blvd, EB @ N Vernon Street, NS",38.885341,-77.116348,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A52223#realTimeResultsContainer"
162,52225,"Washington Blvd, EB @ N Stafford Street, NS",38.885520,-77.111140,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A52225#realTimeResultsContainer"
163,52226,"N Quincy Street, SB @ 10th Street N, NS",38.883416,-77.107941,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A52226#realTimeResultsContainer"
164,52209,"Williamsburg Blvd, NB @ Little Falls Road, NS",38.900490,-77.156195,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A52209#realTimeResultsContainer"
183,74001,"Pentagon Cty Metro, 12th St S, EB @ S Hayes St, FS",38.862859,-77.059020,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A74001#realTimeResultsContainer"
184,42020,"Columbia Pike, EB @ S Rolfe Street, NS",38.865398,-77.075674,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A42020#realTimeResultsContainer"
185,42209,"Columbia Pike, WB @ S Rolfe Street, FS",38.865621,-77.075445,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A42209#realTimeResultsContainer"
186,73205,"12TH ST S & S QUINN ST",38.863518,-77.074662,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A73205#realTimeResultsContainer"
188,73202,"S Queen Street, SB @ 12th Street S, NS",38.864053,-77.073448,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A73202#realTimeResultsContainer"
190,73204,"13th Road S, WB @ S Rolfe Street, NS",38.862131,-77.074278,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A73204#realTimeResultsContainer"
