stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url
193,73203,"13th Road S, WB @ S Queen Street, FS",38.862300,-77.072889,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A73203#realTimeResultsContainer"
195,74021,"Columbia Pike, EB @ S Barton Street, FS",38.863351,-77.083518,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A74021#realTimeResultsContainer"
197,73226,"S Barton Street, SB @ Arlington Village sign, FS",38.862726,-77.083977,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A73226#realTimeResultsContainer"
198,73022,"S Barton Street, NB @ at 1201 S Barton #167, FS",38.860947,-77.082992,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A73022#realTimeResultsContainer"
199,73207,"S Barton Street, SB @ at 1210 S Barton St, NS",38.860953,-77.083175,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A73207#realTimeResultsContainer"
200,73227,"S Barton Street, SB @ at 1414 S Barton St, FS",38.858864,-77.082618,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A73227#realTimeResultsContainer"
201,74019,"S Barton Street, NB @ at 1401 S Barton #243, NS",38.859060,-77.082637,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A74019#realTimeResultsContainer"
202,74018,"S Barton Street, NB @ 16th Street S, FS",38.858024,-77.081825,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A74018#realTimeResultsContainer"
203,73208,"S Barton Street, SB @ 16th Street S, NS",38.857930,-77.081947,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A73208#realTimeResultsContainer"
204,74017,"16th Street S, EB @ S Edgewood Street, NS",38.857353,-77.084659,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A74017#realTimeResultsContainer"
205,73209,"16th Street S, WB @ S Edgewood Street, FS",38.857421,-77.084886,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A73209#realTimeResultsContainer"
206,73210,"16th Street S, WB @ Walter Reed Drive, NS",38.856788,-77.087858,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A73210#realTimeResultsContainer"
207,74016,"16th Street S, EB @ S Walter Reed Drive, FS",38.856638,-77.087975,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A74016#realTimeResultsContainer"
213,74010,"16th Street S, WB @ S Oakland Street, NS",38.855021,-77.093969,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A74010#realTimeResultsContainer"
214,74011,"S Quincy Street, SB @ 16th Street S, FS",38.853803,-77.096454,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A74011#realTimeResultsContainer"
221,74004,"24th Road S, EB @ S Glebe Road, NS",38.848038,-77.081209,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A74004#realTimeResultsContainer"
222,74003,"Shirlington Road, NB @ 25th Street S, NS",38.846976,-77.083698,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A74003#realTimeResultsContainer"
223,74002,"Shirlington Road, NB @ S Kemper Road, FS",38.844742,-77.084493,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A74002#realTimeResultsContainer"
225,75102,"S Frederick Street, NB @ S George Mason Drive, FS",38.848789,-77.112813,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75102#realTimeResultsContainer"
226,75020,"S Frederick Street, SB @ S George Mason Drive, NS",38.848647,-77.112796,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75020#realTimeResultsContainer"
227,75103,"S Frederick Street, NB @ 12th Street S, NS",38.849960,-77.113828,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75103#realTimeResultsContainer"
228,75019,"S Frederick Street, SB @ 12th Street S, NS",38.850177,-77.114060,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75019#realTimeResultsContainer"
229,75104,"S Frederick Street, NB @ 11th Street S, NS",38.851395,-77.114401,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75104#realTimeResultsContainer"
230,75018,"S Frederick Street, SB @ 11th Street S, NS",38.851693,-77.114669,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75018#realTimeResultsContainer"
231,75105,"S Frederick Street, NB @ 10th Street S, NS",38.853812,-77.114876,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75105#realTimeResultsContainer"
232,75017,"S Frederick Street, SB @ 10th Street S, NS",38.853934,-77.115020,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75017#realTimeResultsContainer"
233,75106,"Columbia Pike, EB @ S Fredrick Street, FS",38.854716,-77.114985,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75106#realTimeResultsContainer"
234,41226,"Columbia Pike, WB @ S Frederick Street, NS",38.854926,-77.114921,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41226#realTimeResultsContainer"
235,41227,"Columbia Pike, WB @ S Greenbrier Street, NS",38.854300,-77.116978,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41227#realTimeResultsContainer"
236,41225,"Columbia Pike, WB @ S Dinwiddie Street, FS",38.855729,-77.112897,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41225#realTimeResultsContainer"
237,41001,"S Dinwiddie Street, SB @ Columbia Pike, NS",38.856335,-77.112638,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41001#realTimeResultsContainer"
239,41228,"S Greenbrier Street, NB @ Mid Block, MB",38.855668,-77.118447,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41228#realTimeResultsContainer"
240,75108,"S Dinwiddie Street, NB @ 9th Street S, NS",38.856487,-77.112483,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75108#realTimeResultsContainer"
244,41003,"Columbia Pike, EB @ S Thomas Street, NS",38.857735,-77.104579,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41003#realTimeResultsContainer"
245,41223,"Columbia Pike, WB @ S Thomas Street, NS",38.858095,-77.104040,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41223#realTimeResultsContainer"
246,41004,"Columbia Pike, EB @ S George Mason Drive, NS",38.858588,-77.101427,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41004#realTimeResultsContainer"
247,41222,"Columbia Pike, WB @ S George Mason Drive, NS",38.859058,-77.100698,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41222#realTimeResultsContainer"
248,41005,"Columbia Pike, EB @ S Quincy Street, NS",38.859276,-77.099212,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41005#realTimeResultsContainer"
249,41221,"Columbia Pike, WB @ S Quincy Street, FS",38.859533,-77.099049,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41221#realTimeResultsContainer"
250,41006,"Columbia Pike, EB @ S Oakland Street, NS",38.860145,-77.095991,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41006#realTimeResultsContainer"
251,41220,"Columbia Pike, WB @ S Oakland Street, NS",38.860498,-77.095501,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41220#realTimeResultsContainer"
252,41007,"Columbia Pike, EB @ S Monroe Street, FS",38.860800,-77.093600,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41007#realTimeResultsContainer"
253,41219,"Columbia Pike, WB @ S Monroe Street, NS",38.860922,-77.093685,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41219#realTimeResultsContainer"
254,41218,"S Glebe Road, SB @ Columbia Pike, NS",38.861576,-77.092225,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41218#realTimeResultsContainer"
255,41008,"S Glebe Road, NB @ Columbia Pike, FS",38.861734,-77.091872,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41008#realTimeResultsContainer"
262,41217,"S Glebe Road, SB @ 8th Street S, NS",38.864809,-77.092597,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41217#realTimeResultsContainer"
265,41009,"S Glebe Road, NB @ 7th Street S, NS",38.865510,-77.092870,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41009#realTimeResultsContainer"
267,41010,"S Glebe Road, NB @ 6th Street S, FS",38.866626,-77.094768,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41010#realTimeResultsContainer"
268,41216,"S Glebe Road, SB @ 6th Street S, NS",38.866471,-77.094862,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41216#realTimeResultsContainer"
269,41012,"S Glebe Road, NB @ Old Glebe Road, NS",38.867620,-77.096310,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41012#realTimeResultsContainer"
272,41013,"S Glebe Road, NB @ 1st Road S, NS",38.868802,-77.098429,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41013#realTimeResultsContainer"
273,41215,"S Glebe Road, SB @ 2nd Street S, NS",38.868553,-77.098346,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41215#realTimeResultsContainer"
283,41014,"S Glebe Road, NB @ Arlington Blvd (RT. 50), NS",38.870168,-77.099995,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41014#realTimeResultsContainer"
284,41214,"S Glebe Road, SB @ Arlington Blvd Rt. 50, FS",38.869988,-77.100215,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41214#realTimeResultsContainer"
285,41213,"N Glebe Road, SB @ 2nd Street N, FS",38.872050,-77.102958,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41213#realTimeResultsContainer"
287,41016,"N Glebe Road, NB @ N Piedmont Street, NS",38.872723,-77.103375,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41016#realTimeResultsContainer"
288,41017,"N Glebe Road, NB @ N Pershing Street, NS",38.873799,-77.104923,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41017#realTimeResultsContainer"
289,41212,"N Glebe Road, SB @ N Pershing Drive, FS",38.873571,-77.104912,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41212#realTimeResultsContainer"
290,41018,"N Glebe Road, NB @ 3rd Road N, NS",38.874686,-77.106132,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41018#realTimeResultsContainer"
291,75109,"S Dinwiddie Street, NB @ 8th Rd S, NS",38.858687,-77.113716,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75109#realTimeResultsContainer"
292,41233,"S Dinwiddie Street, SB @ 8th Road S, FS",38.858555,-77.113817,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41233#realTimeResultsContainer"
293,75110,"7th Road S, WB @ Park Condos, FS",38.859907,-77.117265,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75110#realTimeResultsContainer"
294,41232,"7th Road S, EB @ Park Condos, NS",38.859762,-77.117328,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41232#realTimeResultsContainer"
295,75111,"7th Road S, WB @ S Florida Street, NS",38.858950,-77.118611,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75111#realTimeResultsContainer"
296,41231,"7th Road S, EB @ S Florida Street, NS",38.858684,-77.118713,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41231#realTimeResultsContainer"
297,41229,"S Greenbrier Street, NB @ 8th Road S, FS",38.857169,-77.119226,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41229#realTimeResultsContainer"
299,75112,"7th Road S, WB @ S Greenbrier Street, FS",38.857858,-77.120200,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75112#realTimeResultsContainer"
300,75015,"7th Road S, EB @ Carlin Springs Road, FS",38.857135,-77.125547,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75015#realTimeResultsContainer"
301,75113,"7th Road S, WB @ Carlin Springs Road, NS",38.857285,-77.125584,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75113#realTimeResultsContainer"
302,75114,"Carlin Springs Rd, NB @ Northern Doctors Ctr, FS",38.858817,-77.126746,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75114#realTimeResultsContainer"
303,75014,"Carlin Springs Road, SB @ 6th Road S, FS",38.860135,-77.128049,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75014#realTimeResultsContainer"
304,75115,"Carlin Spring Road, NB @ 6th Road S, NS",38.860410,-77.128019,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75115#realTimeResultsContainer"
305,75116,"Carlin Springs Road, NB @ 5th Road S, NS",38.861018,-77.128748,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75116#realTimeResultsContainer"
306,75117,"Carlin Springs Road, NB @ 3rd Street S, NS",38.863580,-77.128790,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75117#realTimeResultsContainer"
307,75013,"Carlin Springs Road, SB @ 3rd Street S, NS",38.863800,-77.128957,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75013#realTimeResultsContainer"
308,75118,"Carlin Springs Road, NB @ 1st Street S, NS",38.865151,-77.128501,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75118#realTimeResultsContainer"
310,75119,"N Kensington Street, NB @ 4th Street S, FS",38.870877,-77.128185,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75119#realTimeResultsContainer"
311,75011,"N Kensington Street, SB @ 4th Street N, NS",38.870804,-77.128321,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75011#realTimeResultsContainer"
312,75120,"7th Street S, EB @ N Kensington Street, FS",38.873342,-77.129516,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75120#realTimeResultsContainer"
313,75010,"7th Street N, WB @ N Kensington Street, NS",38.873461,-77.129612,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75010#realTimeResultsContainer"
314,75121,"N Jefferson Street, NB @ 8th Street N, NS",38.875315,-77.127676,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75121#realTimeResultsContainer"
315,75009,"N Jefferson Street, SB @ 8th Street N, NS",38.874961,-77.127663,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75009#realTimeResultsContainer"
316,75122,"Wilson Blvd, EB @ N Jefferson Street, FS",38.876446,-77.127742,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75122#realTimeResultsContainer"
317,75123,"Wilson Blvd, EB @ N Harrison Street, NS",38.876816,-77.126256,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75123#realTimeResultsContainer"
318,75008,"Wilson Blvd, WB @ N Harrison Street, NS",38.876920,-77.126451,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75008#realTimeResultsContainer"
319,75124,"Wilson Blvd, EB @ N Greenbrier Street, NS",38.877004,-77.125514,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75124#realTimeResultsContainer"
320,75007,"Wilson Blvd, WB @ N Greenbrier Street, NS",38.877246,-77.125154,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75007#realTimeResultsContainer"
321,75006,"Wilson Blvd, WB @ N Frederick Street, NS",38.877679,-77.123549,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75006#realTimeResultsContainer"
322,75125,"Wilson Blvd, EB @ N Emerson Street, NS",38.877524,-77.123323,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75125#realTimeResultsContainer"
323,75126,"Wilson Blvd, EB @ N George Mason Drive, NS",38.878032,-77.121278,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75126#realTimeResultsContainer"
324,75005,"Wilson Blvd, WB @ N George Mason Drive, FS",38.878216,-77.121418,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75005#realTimeResultsContainer"
325,75127,"Wilson Blvd, EB @ N Buchanan Streeet, FS",38.878573,-77.119228,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75127#realTimeResultsContainer"
326,75004,"Wilson Blvd, WB @ N Abingdon Street, NS",38.879094,-77.117801,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75004#realTimeResultsContainer"
327,75128,"Wilson Blvd, EB @ N Abingdon Street, NS",38.878972,-77.117658,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75128#realTimeResultsContainer"
330,75130,"Wilson Blvd, EB @ N Taylor Street, NS",38.879932,-77.112711,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A75130#realTimeResultsContainer"
334,41209,"Randolph St, SB @ Ballston Mall Time Point, MB",38.878580,-77.109369,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41209#realTimeResultsContainer"
335,41021,"Randolph St, NB @ Wilson Blvd, NS",38.879633,-77.108960,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41021#realTimeResultsContainer"
337,41020,"N Glebe Road, NB @ N Quincy Street, FS",38.876432,-77.108506,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41020#realTimeResultsContainer"
338,41210,"N Glebe Road, SB @ N Henderson Road, NS",38.876137,-77.108690,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41210#realTimeResultsContainer"
339,41211,"N Glebe Road, SB @ 4th Street N, NS",38.875519,-77.107651,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41211#realTimeResultsContainer"
340,41019,"N Glebe Road, NB @ 4th Street N, NS",38.875493,-77.107263,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41019#realTimeResultsContainer"
341,67002,"Wilson Blvd, EB @ N Pollard Street, NS",38.879896,-77.106453,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A67002#realTimeResultsContainer"
342,41208,"Wilson Blvd, WB @ N Pollard Street, NS",38.880169,-77.106249,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41208#realTimeResultsContainer"
343,41023,"Wilson Blvd, EB @ N Oakland St, FS",38.881282,-77.103827,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41023#realTimeResultsContainer"
344,41207,"Wilson Blvd, WB @ N Oakland Street, FS",38.881163,-77.104357,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41207#realTimeResultsContainer"
345,41024,"Wilson Blvd, EB @ N Kenmore Street, NS",38.882907,-77.100442,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41024#realTimeResultsContainer"
346,41206,"Wilson Blvd, WB @ N Kansas Street, NS",38.883065,-77.100526,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A41206#realTimeResultsContainer"
347,53205,"N Sycamore Street, NB @ 27th Street N, NS",38.896734,-77.157140,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53205#realTimeResultsContainer"
348,53040,"N Sycamore Street, SB @ Little Falls Road, FS",38.897190,-77.157317,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53040#realTimeResultsContainer"
349,53206,"N Sycamore Street, NB @ 29th Street N, MB",38.898830,-77.156788,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53206#realTimeResultsContainer"
350,53039,"N Sycamore Street, SB @ 29th Street N, NS",38.899149,-77.156961,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53039#realTimeResultsContainer"
351,53208,"Williamsburg Blvd, NB @ N Ohio Street, NS",38.903415,-77.153136,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53208#realTimeResultsContainer"
352,53037,"Williamsburg Blvd, SB @ N Ohio Street, NS",38.904005,-77.152770,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53037#realTimeResultsContainer"
353,53209,"Williamsburg Blvd, NB @ N John Marshall , FS",38.905425,-77.150755,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53209#realTimeResultsContainer"
354,53036,"Williamsburg Blvd, SB @ N John Marshall, NS",38.905469,-77.151034,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53036#realTimeResultsContainer"
355,53210,"Williamsburg Blvd, NB @ N Harrison Street, NS",38.907105,-77.146044,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53210#realTimeResultsContainer"
356,53035,"Williamsburg Blvd, SB @ N Harrison Street, NS",38.907412,-77.145716,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53035#realTimeResultsContainer"
357,53211,"Williamsburg Blvd, NB @ N Emerson Street, NS",38.907790,-77.144065,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53211#realTimeResultsContainer"
358,53034,"Williamsburg Blvd, SB @ N Emerson Street, NS",38.908144,-77.143787,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53034#realTimeResultsContainer"
359,53033,"Williamsburg Blvd, SB @ George Mason Drive, NS",38.909110,-77.140489,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53033#realTimeResultsContainer"
360,53212,"Williamsburg Blvd, NB @ N Columbus Street, NS",38.909137,-77.139940,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53212#realTimeResultsContainer"
361,53032,"Williamsburg Blvd, SB @ Old Dominion Drive, FS",38.909913,-77.139418,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53032#realTimeResultsContainer"
362,53213,"Williamsburg Blvd, NB @ Old Dominion Drive, FS",38.910499,-77.138931,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53213#realTimeResultsContainer"
363,53214,"Williamsburg Blvd, NB @ 34th Road N, NS",38.912078,-77.138296,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53214#realTimeResultsContainer"
364,53031,"Williamsburg Blvd, SB @ 34th Street N, NS",38.911739,-77.138694,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53031#realTimeResultsContainer"
365,53215,"Williamsburg Blvd, NB @ 36th Street N, FS",38.915377,-77.136994,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53215#realTimeResultsContainer"
366,53030,"Williamsburg Blvd, SB @ 36th Street N, NS",38.915347,-77.137255,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53030#realTimeResultsContainer"
367,53029,"N Glebe Road, SB @ N Albemarle Street, FS",38.917081,-77.136377,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53029#realTimeResultsContainer"
368,53216,"N Glebe Road, NB @ N Abingdon Street, FS",38.918600,-77.134025,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53216#realTimeResultsContainer"
369,53027,"N Glebe Road, SB @ N Woodstock Street, NS",38.918781,-77.134102,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53027#realTimeResultsContainer"
370,53217,"N Glebe Road, NB @ N Woodrow Street, FS",38.919204,-77.132765,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53217#realTimeResultsContainer"
371,53028,"N Glebe Road, SB @ N Wakefield Street, NS",38.919203,-77.133199,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53028#realTimeResultsContainer"
372,53219,"N Glebe Road, NB @ N Vernon Street, NS",38.919704,-77.131757,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53219#realTimeResultsContainer"
373,53220,"N Glebe Road, NB @ N Upland Street, NS",38.920762,-77.130231,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53220#realTimeResultsContainer"
374,53026,"N Glebe Road, SB @ N Upland Street, FS",38.921225,-77.130078,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53026#realTimeResultsContainer"
375,53224,"N Glebe Road, NB @ N Tazwell Street, FS",38.923035,-77.127812,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53224#realTimeResultsContainer"
376,53025,"N Glebe Road, SB @ N Tazwell Street, FS",38.922830,-77.128412,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53025#realTimeResultsContainer"
377,53023,"N Old Glebe Road, WB @ N Dittmar Street, NS",38.921544,-77.129029,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53023#realTimeResultsContainer"
379,53222,"N Old Glebe Road, EB @ N Tazwell Street, FS",38.921689,-77.126748,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53222#realTimeResultsContainer"
380,53223,"Madison Ctr, N Old Glebe Rd, EB @N Stafford St, FS",38.923479,-77.125163,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53223#realTimeResultsContainer"
381,53225,"N Glebe Road, NB @ N River St, NS",38.924416,-77.126407,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53225#realTimeResultsContainer"
382,53022,"Madison Ctr, N Old Glebe Rd, WB @N Stafford St, NS",38.923680,-77.125174,"http://www.arlingtontransit.com/pages/rider-tools/realtime/?Stop=A53022#realTimeResultsContainer"
