stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type
5120,5120,Garrett Rd at Jordan High,,35.921519,-78.960647,,,0
5121,5121,University Dr at Kinder Care,,35.96685,-78.9499,,,0
5123,5123,Front St at Medford Rd,,36.03145,-78.93812,,,0
5125,5125,Hillsborough Rd at W Knox St,,36.01302,-78.93168,,,0
5126,5126,Avondale Dr at Nancy St,,36.012071,-78.886833,,,0
5127,5127,Seven Oaks Rd at Riverside Shopping,,36.06785,-78.9063,,,0
5128,5128,Roxboro Rd at Bojangles,,36.05803,-78.90328,,,0
5129,5129,NC 54 at The Hamptons Apts,,35.902813,-78.903274,,,0
5131,5131,NC 54 at Seasons of Southpoint,,35.90643,-78.920381,,,0
5132,5132,N Roxboro Rd at Crutchfield St,,36.039512,-78.899275,,,0
5133,5133,University Dr at Westgate Dr,,35.964178,-78.959221,,,0
5134,5134,Rummel St at Hwy 98,,35.98717,-78.84775,,,0
5136,5136,Fayetteville Rd at Pearson Dr,,35.93408,-78.91325,,,0
5138,5138,Angier Ave at Driver St,,35.982133,-78.877718,,,0
5139,5139,Gregson St at Dacian Ave,,36.00775,-78.90838,,,0
5141,5141,Avondale Dr at Beauty World,,36.007009,-78.885297,,,0
5142,5142,Gregson St at Trinity Ave,,36.00565,-78.908374,,,0
5144,5144,Dowd St at N Roxboro Rd,,36.000385,-78.893682,,,0
5145,5145,Erwin Rd at Morreene Rd,,36.003901,-78.950716,,,0
5148,5148,E Main St at Alston Ave,,35.9876,-78.88817,,,0
5149,5149,NC 55 at Glenview Cemetery,,35.95693,-78.89198,,,0
5150,5150,Erwin Rd at Duke Eye Center,,36.00837,-78.93972,,,0
5152,5152,Mangum St at Seeman St,,36.00637,-78.89395,,,0
5153,5153,Garrett Rd at Old Chapel Hill Rd,,35.94967,-78.96942,,,0
5154,5154,Alston Ave at US 147,,35.980806,-78.891242,,,0
5156,5156,Chapel Hill Rd at Lakewood Shopping,,35.98645,-78.928,,,0
5157,5157,Fulton St at Pratt St,,36.010778,-78.937067,,,0
5158,5158,Roxboro St at Lawson St,,35.977112,-78.906586,,,0
5161,5161,NC 55 at Wendys,,35.90075,-78.89593,,,0
5162,5162,Willard St at Ramada Inn,,35.993701,-78.907677,,,0
5165,5165,Erwin Rd at Downing St,,36.008651,-78.943858,,,0
5169,5169,Morehead Ave at Moreland Ave,,35.99193,-78.9209,,,0
5175,5175,Holston St at Glasson St,,36.004715,-78.95652,,,0
5178,5178,Club Blvd at Northgate Mall,,36.017055,-78.910124,,,0
5179,5179,Roxboro St at Lodge St,,35.981227,-78.904206,,,0
5183,5183,James St at Durham Chapel Hill Blvd,,35.97518,-78.92528,,,0
5184,5184,Foushee St at Compare Foods,,36.018108,-78.887452,,,0
5185,5185,Chapel Hill Rd at Pickett Rd,,35.97682,-78.9361,,,0
5188,5188,Pettigrew St at Harnett St,,35.97927,-78.87833,,,0
5189,5189,University Dr at Snow Crest Tr,,35.959558,-78.964667,,,0
5190,5190,Nation Ave at Bedford St,,35.9777,-78.92807,,,0
5191,5191,Fayetteville Rd at Woodcroft Pkwy,,35.9226,-78.92748,,,0
5193,5193,Midvale Rd at Durham-Chapel Hill Blvd,,35.97495,-78.92857,,,0
5195,5195,Mineral Spring Rd at Hwy 98,,35.98193,-78.8209,,,0
5197,5197,Morehead Ave at Arnette Ave,,35.99165,-78.91445,,,0
5198,5198,Holloway St at Hyde Park Ave,,35.994372,-78.882039,,,0
5199,5199,Angier Ave at Wrenn Rd,,35.9525,-78.84937,,,0
5200,5200,Guess Rd at Fawn Ave,,36.03362,-78.92908,,,0
5202,5202,Roxboro Rd at Edwards St,,36.00438,-78.89272,,,0
5203,5203,Avondale Dr at E Markham Ave,,36.009189,-78.885825,,,0
5204,5204,S Alston Ave at Dupree St,,35.976404,-78.893068,,,0
5205,5205,Angier Ave at Vine St,,35.983424,-78.881127,,,0
5206,5206,Lawson St at Rosewood St,,35.975099,-78.892376,,,0
5207,5207,Lasalle St at Grace Healthcare,,36.014183,-78.947841,,,0
5208,5208,Chapel Hill Rd at Lakewood Ave,,35.98698,-78.92682,,,0
5209,5209,Foushee St at Avondale Dr,,36.016485,-78.887403,,,0
5210,5210,MLK Pkwy at Tweeter Audio-Video,,35.96092,-78.95805,,,0
5211,5211,Fulton St at Shirley St,,36.01117,-78.93717,,,0
5212,5212,Woodcroft Pkwy at Sandstone Ridge Dr,,35.921848,-78.948992,,,0
5215,5215,Fayetteville St at Lawson St,,35.9768,-78.90083,,,0
5218,5218,Holloway St at Elm St,,35.9945,-78.8874,,,0
5219,5219,Roxboro Rd at Madden Ave,,36.10155,-78.91035,,,0
5220,5220,Duke St at Demerius St,,36.01201,-78.905369,,,0
5221,5221,E Weaver St at Jesmond St,,35.966673,-78.91146,,,0
5222,5222,Duke St at Henderson Towers,,35.990796,-78.908798,,,0
5224,5224,Fayetteville St at Burlington Ave,,35.96877,-78.90258,,,0
5225,5225,Fayetteville St at Brant St,,35.975313,-78.901202,,,0
5226,5226,Roxboro Rd at Oxford Commons,,36.035705,-78.893237,,,0
5228,5228,Fulton St at VA Hospital,,36.00885,-78.93737,,,0
5229,5229,Roxboro Rd at Hugo St,,36.02552,-78.88973,,,0
5230,5230,Guess Rd at North Pointe Dr,,36.030312,-78.927788,,,0
5231,5231,University Dr at Beech Lake Apts,,35.956633,-78.966273,,,0
5233,5233,Freeman Rd at Clayton Rd,,35.99778,-78.82977,,,0
5234,5234,Fayetteville Rd at Woodcroft Pkwy,,35.923674,-78.926495,,,0
5235,5235,University Dr at University Pl,,35.952722,-78.9663,,,0
5237,5237,US 70 at Pleasant Dr,,35.9652,-78.84675,,,0
5238,5238,Avondale Dr at Nancy St,,36.011405,-78.886387,,,0
5239,5239,Cornwallis Rd at Hollybrook St,,35.93833,-78.8954,,,0
5240,5240,Freeman Rd at Valmet Dr,,35.9958,-78.818,,,0
5241,5241,Lawson St at Durham Tech Library,,35.974301,-78.88245,,,0
5242,5242,Riddle Rd at Kirby St,,35.9557,-78.893,,,0
5244,5244,Woodcroft Shopping Center (across),,35.922695,-78.955644,,,0
5245,5245,Holloway St at Alston Ave,,35.994417,-78.886353,,,0
5246,5246,Fayetteville Rd at Sutton Square,,35.91815,-78.93055,,,0
5247,5247,Fayetteville Rd at Juliette Dr,,35.931864,-78.91652,,,0
5248,5248,Guess Rd at Duke Homestead Rd,,36.03177,-78.92892,,,0
5252,5252,Fayetteville St at Lakewood Ave,,35.98643,-78.89848,,,0
5253,5253,Holloway St at Brye St,,35.99348,-78.87232,,,0
5255,5255,Erwin Rd at Lambeth Cir,,36.006641,-78.9474,,,0
5257,5257,Shirley St at Ratcale Ln,,36.011406,-78.938079,,,0
5259,5259,Alston Ave at Geer St,,36.003475,-78.885884,,,0
5261,5261,University Dr at Westgate Dr,,35.9643,-78.95875,,,0
5262,5262,Alston Ave at Dakota St,,35.967711,-78.895455,,,0
5263,5263,Gregson St at Green St,,36.01118,-78.90832,,,0
5264,5264,Bacon St at Lawson St,,35.974629,-78.884846,,,0
5265,5265,E Main St at Blacknall St,,35.98657,-78.8859,,,0
5268,5268,Waring St at Davinci St,,36.03172,-78.8806,,,0
5269,5269,Stadium Dr at Townsend St,,36.05507,-78.91937,,,0
5271,5271,Dearborn Dr at Thelma St (south),,36.032051,-78.87009,,,0
5272,5272,Duke University Rd at Anderson St,,35.998358,-78.930508,,,0
5273,5273,Roxboro Rd at Oxford Commons,,36.0359,-78.89403,,,0
5274,5274,Holloway St at Hoover Rd,,35.99043,-78.85912,,,0
5275,5275,Green St at Lancaster St,,36.011595,-78.91331,,,0
5276,5276,Broad St at Forest Rd (out),,36.024545,-78.917307,,,0
5277,5277,Dearborn Dr at Apollo St,,36.03713,-78.8704,,,0
5278,5278,Markham Ave at Ninth St,,36.010132,-78.921768,,,0
5280,5280,E Main St at S Dillard St,,35.9918,-78.8952,,,0
5281,5281,Dearborn Dr at Maplewood Dr,,36.03419,-78.868488,,,0
5282,5282,Hillsborough Rd at West Durham Lumber,,36.01593,-78.93708,,,0
5283,5283,Cook Rd at MLK Pkwy,,35.94613,-78.92162,,,0
5285,5285,Chapel Hill Rd at Valley Terrace,,35.97237,-78.93763,,,0
5286,5286,Duke University Rd at Underwood Ave,,35.996675,-78.922416,,,0
5290,5290,807 Bacon St,,35.975855,-78.88465,,,0
5291,5291,Holloway St at Chester St,,35.99452,-78.88257,,,0
5292,5292,Hillsborough Rd at Cook Out,,36.02303,-78.95468,,,0
5296,5296,NC 55 at Cornwallis Rd,,35.93255,-78.88818,,,0
5298,5298,Chapel Hill Rd at University Dr,,35.968683,-78.939883,,,0
5300,5300,Leon St at Haverford St,,36.025419,-78.913527,,,0
5304,5304,Simmons St at Grant St,,35.981881,-78.894306,,,0
5305,5305,E Main St at Mangum St,,35.994917,-78.900251,,,0
5306,5306,Morehead Ave at Arnette Ave,,35.99177,-78.91432,,,0
5307,5307,Shannon Rd at BB&T,,35.96493,-78.9555,,,0
5309,5309,Roxboro Rd at Club Blvd,,36.0198,-78.89002,,,0
5310,5310,Angier Ave at Guthrie St,,35.98142,-78.87597,,,0
5311,5311,Roxboro Rd at Maynard Ave,,36.02637,-78.88983,,,0
5313,5313,Alston Ave at Chidley,,35.974952,-78.893617,,,0
5314,5314,North Pointe Dr at Broad St,,36.02825,-78.91543,,,0
5315,5315,NC 55 at Carpenter Fletcher Rd,,35.91447,-78.8917,,,0
5316,5316,Lawson St at Durham Tech (across),,35.97428,-78.88077,,,0
5317,5317,Duke University Rd at Anderson St,,35.998521,-78.93012,,,0
5319,5319,Old Oxford Rd at Danube Ln,,36.036248,-78.888012,,,0
5320,5320,Gregson St at W Knox St,,36.01313,-78.90833,,,0
5321,5321,Snow Hill Rd at Roxboro Rd,,36.11652,-78.90297,,,0
5322,5322,Meriwether Dr at E Carver St,,36.0434,-78.89157,,,0
5323,5323,Pickett Rd at Petty Rd,,35.97372,-78.9593,,,0
5324,5324,Roxboro St at Dunstan Ave,,35.980071,-78.905166,,,0
5325,5325,Meriwether Dr at Carver Pond Apt,,36.038451,-78.89035,,,0
5326,5326,Chapel Hill St at Arnette Ave,,35.996758,-78.914609,,,0
5327,5327,Westgate Dr at Prudential,,35.96433,-78.9603,,,0
5328,5328,Duke St at Staples,,36.0502,-78.90558,,,0
5329,5329,Riddle Rd at Briggs Ave,,35.957996,-78.878816,,,0
5330,5330,Pettigrew St at Harnett St (in),,35.979231,-78.878164,,,0
5331,5331,Dearborn Dr at Old Oxford Rd,,36.038482,-78.884325,,,0
5332,5332,University Dr at Shannon Rd,,35.96613,-78.95403,,,0
5333,5333,Angier Ave at Jones Cir,,35.95724,-78.85315,,,0
5334,5334,Old Oxford Rd at Danube Ln,,36.036691,-78.887437,,,0
5335,5335,Angier Ave at Guthrie Ave,,35.98148,-78.8763,,,0
5337,5337,Lakewood Ave at Heritage Square,,35.98718,-78.90033,,,0
5340,5340,Morehead Ave at Kent St,,35.992023,-78.919681,,,0
5341,5341,Chapel Hill Rd at University Dr,,35.96873,-78.93965,,,0
5342,5342,Morehead Ave at Carroll St,,35.99182,-78.91607,,,0
5344,5344,Chapel Hill Rd at Morehead Ave,,35.99155,-78.92273,,,0
5345,5345,University Dr at BB&T,,35.965129,-78.95754,,,0
5346,5346,1127 Raynor St,,35.9955,-78.86722,,,0
5347,5347,E Club Blvd at Stephenson St,,36.021535,-78.882139,,,0
5349,5349,Cook Rd at Kaitlin Dr,,35.949701,-78.916065,,,0
5350,5350,Gary St at 612 Gary St,,35.99097,-78.87037,,,0
5351,5351,Lasalle St at Bradford Ridge Apts,,36.008407,-78.947684,,,0
5353,5353,University Dr at Arnold Rd,,35.96952,-78.93502,,,0
5354,5354,NC 55 at Odyssey Dr (inbound),,35.92767,-78.88907,,,0
5355,5355,Alston Ave at Riddle Rd,,35.956877,-78.892092,,,0
5357,5357,Fayetteville St at Cecil St,,35.97153,-78.9012,,,0
5358,5358,Holloway St at Bunn Terrace,,35.99383,-78.87373,,,0
5359,5359,Gary St at Taylor,,35.98867,-78.87087,,,0
5360,5360,Sima Ave at Dorothy Dr,,35.9763,-78.88883,,,0
5361,5361,Westgate Dr at Target,,35.965571,-78.960702,,,0
5362,5362,Woodcroft Pkwy at Old Fox Tr,,35.923391,-78.945032,,,0
5363,5363,NC 54 at Waffle House,,35.910112,-78.932814,,,0
5365,5365,Raynor St at Hardee St,,35.995705,-78.865252,,,0
5367,5367,Angier Ave at Clay St,,35.982805,-78.879783,,,0
5368,5368,Meriwether Dr at Carver St,,36.042964,-78.891253,,,0
5370,5370,Dearborn Dr at Martin St,,36.03798,-78.87578,,,0
5371,5371,NC 54 at Boulder Rd,,35.908575,-78.927689,,,0
5372,5372,NC 54 at Boulder Rd,,35.908684,-78.927446,,,0
5377,5377,Roxboro Rd at Monk Rd,,36.05987,-78.9031,,,0
5378,5378,Avondale Dr at Alcott St,,36.009792,-78.886304,,,0
5379,5379,University Dr at Colonial Apts,,35.967858,-78.941775,,,0
5380,5380,Garrett Rd at Jordan High (out),,35.921239,-78.960768,,,0
5384,5384,Lakewood Ave at Roxboro St,,35.98803,-78.90197,,,0
5385,5385,E Main St at Y E Smith School,,35.986137,-78.872331,,,0
5387,5387,Cornwallis Rd at Yorktown Ave,,35.93638,-78.89325,,,0
5391,5391,Fayetteville Rd at Geneva Dr,,35.920893,-78.928534,,,0
5392,5392,Cornwallis Rd at Burgess Ln,,35.96915,-78.92552,,,0
5394,5394,Chapel Hill Rd at Palmer St,,35.98758,-78.92597,,,0
5395,5395,Linwood Ave at S Alston Ave,,35.979722,-78.892403,,,0
5396,5396,Fayetteville St at Red Oak Ave,,35.96657,-78.90462,,,0
5397,5397,Fayetteville St at Dunbar St,,35.978849,-78.899984,,,0
5398,5398,Constitution Dr at Forest Apts,,36.01328,-78.96642,,,0
5399,5399,Club Blvd at Duke St,,36.017019,-78.906174,,,0
5400,5400,Roxboro Rd at Wright School,,36.031871,-78.890738,,,0
5401,5401,Sima Ave at Lawson St,,35.974795,-78.891144,,,0
5403,5403,E Carver St at Patrick Henry Dr,,36.040651,-78.897859,,,0
5404,5404,1707 E Main St,,35.9854,-78.88207,,,0
5406,5406,Robinwood Rd at Fairfax Rd,,36.00223,-78.87358,,,0
5407,5407,Tom Wilkinson Rd at Goldston Ave,,36.09498,-78.91218,,,0
5409,5409,Chandler Rd at Clayton Rd,,35.99587,-78.8312,,,0
5412,5412,Hinson Dr at Waring St,,36.030322,-78.87764,,,0
5415,5415,Duke St at North Duke Crossing,,36.0491,-78.90568,,,0
5416,5416,Glenbrook St at Dubonnet Pl,,36.02645,-78.87767,,,0
5417,5417,East End Ave at Rowena Ave,,35.97497,-78.85898,,,0
5419,5419,Holloway St at Chandler Rd,,35.985884,-78.840216,,,0
5420,5420,E Main St at Corcoran St,,35.99559,-78.901506,,,0
5423,5423,W Enterprise St at Roxboro St,,35.983572,-78.903383,,,0
5424,5424,S Roxboro St at Bond St,,35.980161,-78.905344,,,0
5425,5425,Cornwallis Rd at Augusta Dr,,35.970656,-78.92999,,,0
5429,5429,Hillsborough Rd at Wendy's,,36.0216,-78.95173,,,0
5430,5430,Riddle Rd at Kirby St (out),,35.955829,-78.893009,,,0
5431,5431,Cornwallis Rd at Jan Ct,,35.960271,-78.912601,,,0
5433,5433,Main St at Morgan St,,36.0012,-78.91108,,,0
5434,5434,Milton Rd at Long Cresent Dr,,36.091973,-78.91416,,,0
5435,5435,NC 55 at Burger King,,35.97068,-78.89485,,,0
5436,5436,Meriwether Dr at Pickwick Tr,,36.041867,-78.890006,,,0
5437,5437,Flowers Dr at Student Health Center,,36.00322,-78.93492,,,0
5438,5438,Duke St at Corporation St,,36.00315,-78.90588,,,0
5439,5439,Gregson St at Lamond Ave,,36.00233,-78.90835,,,0
5441,5441,NC 54 at Waterford Valley Dr,,35.903231,-78.909291,,,0
5442,5442,Stadium Dr at Wyldewood Rd,,36.05298,-78.9196,,,0
5444,5444,Dowd St at Union Baptist,,36.000214,-78.893471,,,0
5445,5445,Raynor St at The Village,,35.994308,-78.869739,,,0
5446,5446,Guess Rd at Ellen St,,36.03985,-78.92963,,,0
5447,5447,1904 Chapel Hill Rd,,35.9886,-78.92525,,,0
5448,5448,4527 Hillsborough Rd,,36.03323,-78.97557,,,0
5449,5449,US 70 at Lynn Rd,,35.96952,-78.84898,,,0
5450,5450,Meriwether Dr at Oxford Ct,,36.038614,-78.890029,,,0
5451,5451,Olympic Ave at Roxboro Rd,,36.036787,-78.896935,,,0
5452,5452,Burlington Ave at Fayetteville St,,35.96932,-78.90178,,,0
5453,5453,Cornwallis Rd at Atlantic St,,35.96023,-78.9114,,,0
5455,5455,Liberty St at NC 55,,35.992848,-78.886414,,,0
5456,5456,Shannon Rd at Windsor Apts,,35.96275,-78.95638,,,0
5457,5457,Cook Rd at Ardmore Dr,,35.949845,-78.916176,,,0
5458,5458,Roxboro Rd at North Duke Crossing,,36.04935,-78.90352,,,0
5459,5459,Douglas St at Bristol Ct Apartments,,36.00967,-78.9427,,,0
5460,5460,Erwin Rd at Lasalle St (northbound),,36.00798,-78.945586,,,0
5463,5463,Fayetteville Rd at Obie Dr,,35.926656,-78.92316,,,0
5464,5464,Morehead Ave at Vickers Ave,,35.99158,-78.9121,,,0
5465,5465,Broad St at Dollar General,,36.01058,-78.91947,,,0
5466,5466,Roxboro Rd at Argonne Dr,,36.06332,-78.904164,,,0
5467,5467,Front St at Croasdaile Office Park,,36.03348,-78.9378,,,0
5468,5468,Hillsborough Rd at Auto Zone,,36.0197,-78.94693,,,0
5470,5470,1117 Raynor St,,35.99552,-78.86735,,,0
5471,5471,Erwin Rd at Lenox Baker Children's,,36.004842,-78.949422,,,0
5472,5472,416 Old Oxford Rd,,36.037234,-78.886362,,,0
5473,5473,Roxboro Rd at Bywood Dr,,36.10947,-78.90762,,,0
5475,5475,Club Blvd at Stephenson St,,36.0216,-78.8825,,,0
5476,5476,Enterprise St at S Roxboro St,,35.983734,-78.903394,,,0
5477,5477,Ross Rd at Charlestowne Apts,,35.99243,-78.84488,,,0
5478,5478,E Club Blvd at Miriam Cir,,36.02647,-78.87145,,,0
5479,5479,Cornwallis Rd at Weaver St,,35.962562,-78.915946,,,0
5480,5480,Flowers Dr at Duke Garden,,36.001479,-78.936564,,,0
5481,5481,Roxboro Rd at Davidson Ave,,36.0187,-78.8899,,,0
5482,5482,Roxboro Rd at Lynch St,,36.00713,-78.89235,,,0
5484,5484,Chapel Hill St at Underwood Ave,,35.99682,-78.9222,,,0
5486,5486,Liberty St at Eastway Ave,,35.992738,-78.883298,,,0
5489,5489,Dearborn Dr at Wiley Ave,,36.02918,-78.87035,,,0
5490,5490,Chapel Hill Rd at Ward St,,35.98313,-78.93063,,,0
5492,5492,Dearborn Dr at Cannada Ave,,36.038667,-78.882361,,,0
5493,5493,Tower Blvd at McDonalds,,35.97053,-78.958,,,0
5495,5495,W Club Blvd at Clarendon St,,36.017198,-78.918167,,,0
5496,5496,Dearborn Dr at Maplewood Dr (north),,36.034596,-78.867901,,,0
5497,5497,Roxboro St at CC Spaulding School,,35.978699,-78.906326,,,0
5498,5498,Holloway St at Guthrie Ave (outbound),,35.99418,-78.87543,,,0
5499,5499,Meriwether Dr at Pickwick Tr,,36.042066,-78.889918,,,0
5501,5501,Chapel Hill Rd at Chapel Ridge Apt,,35.98498,-78.92927,,,0
5503,5503,North Pointe Dr at Red Roof Inn,,36.030279,-78.923608,,,0
5505,5505,Holloway St at Alston Ave,,35.994572,-78.8855,,,0
5506,5506,Lawson St at Durham Tech Environmental,,35.974462,-78.882639,,,0
5507,5507,Chapel Hill St at Gregson St,,35.997058,-78.909475,,,0
5508,5508,Chapel Hill Rd at Morehead Ave,,35.991564,-78.922907,,,0
5509,5509,Old Farm Rd at Seven Oaks Rd,,36.067032,-78.904866,,,0
5510,5510,Roxboro Rd at Club Blvd,,36.01986,-78.889788,,,0
5511,5511,3532 Hillsborough Rd,,36.0216,-78.95138,,,0
5512,5512,Alston Ave at NCCU Law School,,35.972273,-78.894562,,,0
5513,5513,Roxboro Rd at Cookout,,36.05027,-78.90358,,,0
5515,5515,Glasson St at Morreene Rd,,36.005575,-78.95496,,,0
5516,5516,Duke St at Carver St,,36.04005,-78.90587,,,0
5517,5517,Fayetteville Rd at Southpoint Crossing,,35.912561,-78.93382,,,0
5518,5518,Fayetteville St at Pekoe St,,35.97398,-78.90115,,,0
5519,5519,University Dr at Forest Hills Shops,,35.985458,-78.910076,,,0
5521,5521,University Dr at Hope Valley Rd,,35.97027,-78.9322,,,0
5522,5522,Dearborn Dr at Disciples Church,,36.03849,-78.880851,,,0
5523,5523,Miami Blvd at Greenbriar St,,36.00258,-78.8771,,,0
5524,5524,Mangum St at Trinity Ave,,36.00548,-78.89418,,,0
5525,5525,Hinson Dr at Davinci St,,36.03179,-78.878167,,,0
5526,5526,Hillsborough Rd at Erwin Square,,36.01043,-78.9257,,,0
5527,5527,Green St at Clarendon St,,36.011628,-78.918335,,,0
5528,5528,MLK Pkwy at Fayetteville Rd,,35.939492,-78.907505,,,0
