service_id,date,exception_type
SCHED EFF 11-08-2010-S,20131227,1
SCHED EFF 11-08-2010,20131227,2
SCHED EFF 11-08-2010-S,20131230,1
SCHED EFF 11-08-2010,20131230,2
SCHED EFF 11-08-2010-S,20131231,1
SCHED EFF 11-08-2010,20131231,2
SCHED EFF 11-08-2010-S,20140120,1
SCHED EFF 11-08-2010,20140120,2
SCHED EFF 11-08-2010-S,20140121,1
SCHED EFF 11-08-2010,20140121,2
SCHED EFF 11-08-2010-S,20140214,1
SCHED EFF 11-08-2010,20140214,2
