shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
ba3e8b63-7da1-48b6-ad74-8156f78c0164,37.23223,-80.42303,3,356.5
ba3e8b63-7da1-48b6-ad74-8156f78c0164,37.23424,-80.42155,7,902.35
ba3e8b63-7da1-48b6-ad74-8156f78c0164,37.2356,-80.42092,9,1103.64
ec0cfac2-948b-4f86-89a7-99139111ce80,37.23332,-80.42502,47,5465.69
ec0cfac2-948b-4f86-89a7-99139111ce80,37.23043,-80.42101,52,5954.89
1754e766-6ac2-41d3-a92f-b8b339e3c513,37.22397,-80.429,27,2151.72
952775d8-f891-4f0e-9679-0258213d2df7,37.23425,-80.43318,22,3233.96
1754e766-6ac2-41d3-a92f-b8b339e3c513,37.22936,-80.42058,1,116.49
257f44ff-e88d-4de9-8243-5d60cfc37218,37.22962,-80.43758,78,8647.33
257f44ff-e88d-4de9-8243-5d60cfc37218,37.23142,-80.43441,80,8992.17
a0e77752-0243-4dba-be61-62e580538084,37.24376,-80.42806,29,3014.96
210a31f9-865b-46c5-b8f4-5497279b8a45,37.21147,-80.39368,23,3991.48
18198cf5-0f58-4aaf-9923-bc1d1a8546ce,37.18115,-80.41149,104,16485.08
9aa3a41b-afa7-486e-ad7b-9efced0b3333,37.22398,-80.42902,51,4162.66
210a31f9-865b-46c5-b8f4-5497279b8a45,37.20898,-80.39606,20,3608.54
4080f024-0d3a-41a9-a896-09caaae627dc,37.22417,-80.43074,26,2411.1
4080f024-0d3a-41a9-a896-09caaae627dc,37.22514,-80.4362,33,3000.85
3c0c60ac-f8ef-450a-86dc-1313cdf03b2e,37.2056,-80.40744,81,9084.69
12e46954-ebdd-4797-8bab-4171b6be3863,37.23343,-80.40816,50,5588.33
5e0e3cd6-48e9-42e6-a8ad-9cf64736bb39,37.23045,-80.42103,52,6031.83
5e0e3cd6-48e9-42e6-a8ad-9cf64736bb39,37.2285,-80.42286,56,6324.37
acee7571-ce4d-4e4f-9635-743aa2590d9c,37.23161,-80.42889,12,1393.46
c6486790-7229-4c5c-917c-1dd724202c6e,37.23499,-80.42043,85,10296.99
210a31f9-865b-46c5-b8f4-5497279b8a45,37.23119,-80.41642,2,288.59
210a31f9-865b-46c5-b8f4-5497279b8a45,37.2297,-80.41432,4,540.47
c6486790-7229-4c5c-917c-1dd724202c6e,37.2289,-80.42745,10,1062.73
9aa3a41b-afa7-486e-ad7b-9efced0b3333,37.22483,-80.43551,34,2872.59
2f26405a-cad2-44df-825d-ebe1ccc9c460,37.23165,-80.41615,64,7023.5
2f26405a-cad2-44df-825d-ebe1ccc9c460,37.23134,-80.41656,65,7074.18
2f26405a-cad2-44df-825d-ebe1ccc9c460,37.22977,-80.4191,66,7357.91
e0e834d0-f9b1-4b73-9cee-db87a6d4c80d,37.22783,-80.43949,65,7063.27
1e9c74bf-1e21-42ca-aec4-1cd739aab59b,37.16732,-80.4292,62,11720.15
acee7571-ce4d-4e4f-9635-743aa2590d9c,37.23171,-80.43288,15,1750.5
e85512ef-e779-4056-b481-9ff43d4ce0a7,37.22576,-80.4157,74,9851.74
e85512ef-e779-4056-b481-9ff43d4ce0a7,37.22745,-80.41743,75,10095.13
2f26405a-cad2-44df-825d-ebe1ccc9c460,37.23663,-80.40759,51,5589.07
20e35661-b260-4f41-920a-a7dae1800291,37.22767,-80.41786,5,1062.92
20e35661-b260-4f41-920a-a7dae1800291,37.22791,-80.41909,7,1178.93
141f034d-3099-4642-8672-02c9337c4674,37.22447,-80.42444,31,4018.39
e0e834d0-f9b1-4b73-9cee-db87a6d4c80d,37.22645,-80.42529,3,319.12
acee7571-ce4d-4e4f-9635-743aa2590d9c,37.23303,-80.43269,16,1898.1
658ea407-c1e7-497a-8c48-c756f87cda87,37.2306,-80.42867,9,891.61
658ea407-c1e7-497a-8c48-c756f87cda87,37.2303,-80.42857,8,857.27
b2430e2d-e350-4572-bd4c-4f87d8b6ae40,37.21592,-80.45349,1,95.79
3613f8fa-ff9b-42b7-9837-0240c9dbca32,37.20168,-80.41176,31,4296.92
4080f024-0d3a-41a9-a896-09caaae627dc,37.22648,-80.43713,35,3171.17
257f44ff-e88d-4de9-8243-5d60cfc37218,37.22615,-80.44215,27,2810.33
18198cf5-0f58-4aaf-9923-bc1d1a8546ce,37.16647,-80.41746,93,14334.41
18198cf5-0f58-4aaf-9923-bc1d1a8546ce,37.194,-80.40267,120,18785.19
18198cf5-0f58-4aaf-9923-bc1d1a8546ce,37.19688,-80.40154,121,19120.53
18198cf5-0f58-4aaf-9923-bc1d1a8546ce,37.2002,-80.40018,122,19507.55
18198cf5-0f58-4aaf-9923-bc1d1a8546ce,37.20262,-80.39931,123,19787.27
18198cf5-0f58-4aaf-9923-bc1d1a8546ce,37.20476,-80.39887,124,20028.57
210a31f9-865b-46c5-b8f4-5497279b8a45,37.22761,-80.4121,5,845.2
c6486790-7229-4c5c-917c-1dd724202c6e,37.22168,-80.44849,62,7003.47
4080f024-0d3a-41a9-a896-09caaae627dc,37.22505,-80.41673,62,5710.69
1754e766-6ac2-41d3-a92f-b8b339e3c513,37.22466,-80.43021,58,4037.16
210a31f9-865b-46c5-b8f4-5497279b8a45,37.21307,-80.39413,25,4201.27
ba3e8b63-7da1-48b6-ad74-8156f78c0164,37.23255,-80.4241,4,458.48
a3e0a9ca-519e-46bb-8d72-849b8761e92e,37.24487,-80.42144,38,4412.33
acee7571-ce4d-4e4f-9635-743aa2590d9c,37.23323,-80.41813,52,5787.78
9aa3a41b-afa7-486e-ad7b-9efced0b3333,37.2234,-80.43213,44,3794.64
af28b4ce-a18f-46a6-8adc-f78736cff55d,37.23159,-80.41615,63,11678.07
af28b4ce-a18f-46a6-8adc-f78736cff55d,37.19584,-80.39804,26,5686.49
af28b4ce-a18f-46a6-8adc-f78736cff55d,37.19579,-80.39788,25,5670.87
2f26405a-cad2-44df-825d-ebe1ccc9c460,37.22598,-80.42287,10,851.89
2f26405a-cad2-44df-825d-ebe1ccc9c460,37.22667,-80.42157,11,989.99
c6486790-7229-4c5c-917c-1dd724202c6e,37.22456,-80.44733,29,3307.26
9aa3a41b-afa7-486e-ad7b-9efced0b3333,37.22232,-80.42816,54,4363.99
ba3e8b63-7da1-48b6-ad74-8156f78c0164,37.23305,-80.43268,36,4623.41
3613f8fa-ff9b-42b7-9837-0240c9dbca32,37.20866,-80.39672,104,11320.3
3613f8fa-ff9b-42b7-9837-0240c9dbca32,37.20898,-80.39606,105,11388.85
d0ed6937-5f69-4f35-a322-c9d301acda39,37.23527,-80.42071,55,7259.53
d0ed6937-5f69-4f35-a322-c9d301acda39,37.23429,-80.41953,5,742.72
e8fcee62-8ce7-4cc4-95a8-6b6a185f2562,37.2461,-80.42197,23,3130.52
3c0c60ac-f8ef-450a-86dc-1313cdf03b2e,37.20478,-80.39888,27,3353
12e46954-ebdd-4797-8bab-4171b6be3863,37.23452,-80.40913,22,2448.44
5e5848db-4521-4c68-a07c-f933db61feba,37.25313,-80.41092,20,3104.21
e0e834d0-f9b1-4b73-9cee-db87a6d4c80d,37.22206,-80.44888,29,3389.61
5e5848db-4521-4c68-a07c-f933db61feba,37.25608,-80.41147,22,3542.25
e0e834d0-f9b1-4b73-9cee-db87a6d4c80d,37.22041,-80.44813,32,3593.24
e0e834d0-f9b1-4b73-9cee-db87a6d4c80d,37.21725,-80.44752,35,3993.16
e0e834d0-f9b1-4b73-9cee-db87a6d4c80d,37.216,-80.44534,38,4232.72
2153e707-49cd-4424-ae06-763452bfc050,37.21076,-80.39552,21,3987.94
b2430e2d-e350-4572-bd4c-4f87d8b6ae40,37.22491,-80.44635,18,1946.71
a3e0a9ca-519e-46bb-8d72-849b8761e92e,37.24664,-80.41566,28,3200.2
1e9c74bf-1e21-42ca-aec4-1cd739aab59b,37.20476,-80.39887,104,18733.96
b2430e2d-e350-4572-bd4c-4f87d8b6ae40,37.23131,-80.43029,29,3629.04
1e9c74bf-1e21-42ca-aec4-1cd739aab59b,37.20033,-80.40028,12,4261.46
3c0c60ac-f8ef-450a-86dc-1313cdf03b2e,37.18667,-80.40982,1,105.86
1e9c74bf-1e21-42ca-aec4-1cd739aab59b,37.21253,-80.39979,107,19602.76
1e9c74bf-1e21-42ca-aec4-1cd739aab59b,37.20866,-80.39906,106,19168.58
e0e834d0-f9b1-4b73-9cee-db87a6d4c80d,37.22507,-80.44631,25,2793.41
af28b4ce-a18f-46a6-8adc-f78736cff55d,37.21581,-80.40078,53,9440.84
952775d8-f891-4f0e-9679-0258213d2df7,37.23959,-80.43549,18,2593.38
952775d8-f891-4f0e-9679-0258213d2df7,37.23892,-80.43568,19,2670.08
3c0c60ac-f8ef-450a-86dc-1313cdf03b2e,37.20818,-80.39758,35,4067.53
9aa3a41b-afa7-486e-ad7b-9efced0b3333,37.22898,-80.42213,5,270.67
9aa3a41b-afa7-486e-ad7b-9efced0b3333,37.22922,-80.42176,4,227.97
3613f8fa-ff9b-42b7-9837-0240c9dbca32,37.19579,-80.39787,84,9226.3
2153e707-49cd-4424-ae06-763452bfc050,37.20869,-80.39674,23,4251.33
12e46954-ebdd-4797-8bab-4171b6be3863,37.23922,-80.40298,29,3225.27
952775d8-f891-4f0e-9679-0258213d2df7,37.23656,-80.42683,7,969.91
ec0cfac2-948b-4f86-89a7-99139111ce80,37.23159,-80.4332,42,4681.23
ec0cfac2-948b-4f86-89a7-99139111ce80,37.23142,-80.43116,43,4863.53
e85512ef-e779-4056-b481-9ff43d4ce0a7,37.22937,-80.42059,1,117.43
e85512ef-e779-4056-b481-9ff43d4ce0a7,37.2285,-80.42286,6,354.68
fc9b28fa-bc1f-45dc-b437-bfc1ea24e35a,37.2406,-80.42237,36,3843.09
fc9b28fa-bc1f-45dc-b437-bfc1ea24e35a,37.23958,-80.42245,37,3957.59
fc9b28fa-bc1f-45dc-b437-bfc1ea24e35a,37.236,-80.42107,41,4399.51
ec0cfac2-948b-4f86-89a7-99139111ce80,37.22666,-80.44076,35,3792.81
ec0cfac2-948b-4f86-89a7-99139111ce80,37.23149,-80.42886,45,5070.16
c6486790-7229-4c5c-917c-1dd724202c6e,37.21678,-80.45338,39,4421.55
a3e0a9ca-519e-46bb-8d72-849b8761e92e,37.24689,-80.4175,30,3366.35
2f26405a-cad2-44df-825d-ebe1ccc9c460,37.23479,-80.4091,28,2880.56
2f26405a-cad2-44df-825d-ebe1ccc9c460,37.23549,-80.40858,29,2970.72
2f26405a-cad2-44df-825d-ebe1ccc9c460,37.23663,-80.40758,30,3125.35
5e0e3cd6-48e9-42e6-a8ad-9cf64736bb39,37.2351,-80.42052,45,5081.53
d0ed6937-5f69-4f35-a322-c9d301acda39,37.24497,-80.41223,20,2464.25
ec0cfac2-948b-4f86-89a7-99139111ce80,37.2313,-80.43004,44,4963.27
ec0cfac2-948b-4f86-89a7-99139111ce80,37.23247,-80.4267,46,5289.3
2f26405a-cad2-44df-825d-ebe1ccc9c460,37.2269,-80.4246,7,643.52
1e9c74bf-1e21-42ca-aec4-1cd739aab59b,37.21419,-80.40033,108,19793.89
18198cf5-0f58-4aaf-9923-bc1d1a8546ce,37.21419,-80.40033,128,21088.5
fa3aa891-9c84-4f0e-8ca0-98379291938f,37.22305,-80.45036,26,3210.3
c6486790-7229-4c5c-917c-1dd724202c6e,37.21881,-80.45324,35,4169.13
b2430e2d-e350-4572-bd4c-4f87d8b6ae40,37.23037,-80.42858,33,3886.84
b2430e2d-e350-4572-bd4c-4f87d8b6ae40,37.22789,-80.42662,35,4212.55
a3e0a9ca-519e-46bb-8d72-849b8761e92e,37.24689,-80.4175,34,3860.34
3c0c60ac-f8ef-450a-86dc-1313cdf03b2e,37.19376,-80.39877,68,7249.93
3c0c60ac-f8ef-450a-86dc-1313cdf03b2e,37.1937,-80.40028,69,7384.56
3c0c60ac-f8ef-450a-86dc-1313cdf03b2e,37.19374,-80.40161,70,7501.99
3c0c60ac-f8ef-450a-86dc-1313cdf03b2e,37.19584,-80.39804,17,2083.2
3613f8fa-ff9b-42b7-9837-0240c9dbca32,37.20594,-80.39884,97,10640.52
3613f8fa-ff9b-42b7-9837-0240c9dbca32,37.20406,-80.39897,94,10431.14
3613f8fa-ff9b-42b7-9837-0240c9dbca32,37.20936,-80.39922,99,11023.24
3613f8fa-ff9b-42b7-9837-0240c9dbca32,37.20936,-80.39894,100,11047.33
3613f8fa-ff9b-42b7-9837-0240c9dbca32,37.20932,-80.39879,101,11061.79
3613f8fa-ff9b-42b7-9837-0240c9dbca32,37.20818,-80.39758,103,11227.28
af28b4ce-a18f-46a6-8adc-f78736cff55d,37.1936,-80.40028,21,5214.81
af28b4ce-a18f-46a6-8adc-f78736cff55d,37.19422,-80.39758,23,5494.96
2f26405a-cad2-44df-825d-ebe1ccc9c460,37.22634,-80.42426,8,712.62
2f26405a-cad2-44df-825d-ebe1ccc9c460,37.22596,-80.42372,9,776.42
e0e834d0-f9b1-4b73-9cee-db87a6d4c80d,37.22664,-80.441,21,2289.86
3613f8fa-ff9b-42b7-9837-0240c9dbca32,37.19687,-80.40403,142,15143.36
2f26405a-cad2-44df-825d-ebe1ccc9c460,37.23971,-80.39851,40,4303.85
3c0c60ac-f8ef-450a-86dc-1313cdf03b2e,37.20186,-80.40981,85,9654.16
257f44ff-e88d-4de9-8243-5d60cfc37218,37.21928,-80.45284,36,4101.23
1754e766-6ac2-41d3-a92f-b8b339e3c513,37.22455,-80.43377,34,2715.6
1754e766-6ac2-41d3-a92f-b8b339e3c513,37.22475,-80.43443,50,3541.45
1754e766-6ac2-41d3-a92f-b8b339e3c513,37.22794,-80.41243,74,6153.09
257f44ff-e88d-4de9-8243-5d60cfc37218,37.22712,-80.42597,9,822.79
658ea407-c1e7-497a-8c48-c756f87cda87,37.18746,-80.4105,48,8745.05
257f44ff-e88d-4de9-8243-5d60cfc37218,37.23032,-80.42858,11,1246.59
b2430e2d-e350-4572-bd4c-4f87d8b6ae40,37.22593,-80.42416,38,4597.64
b2430e2d-e350-4572-bd4c-4f87d8b6ae40,37.22602,-80.42372,39,4636.79
9aa3a41b-afa7-486e-ad7b-9efced0b3333,37.22247,-80.42347,15,1170
18198cf5-0f58-4aaf-9923-bc1d1a8546ce,37.16759,-80.4175,94,14458.55
18198cf5-0f58-4aaf-9923-bc1d1a8546ce,37.16846,-80.4184,95,14584.77
18198cf5-0f58-4aaf-9923-bc1d1a8546ce,37.1688,-80.4196,96,14696.84
3c0c60ac-f8ef-450a-86dc-1313cdf03b2e,37.20594,-80.39884,29,3480.77
3c0c60ac-f8ef-450a-86dc-1313cdf03b2e,37.20887,-80.39485,38,4336.68
3c0c60ac-f8ef-450a-86dc-1313cdf03b2e,37.20935,-80.3993,49,5168.12
9aa3a41b-afa7-486e-ad7b-9efced0b3333,37.22468,-80.42467,13,900.78
9aa3a41b-afa7-486e-ad7b-9efced0b3333,37.22467,-80.42466,61,5395.19
257f44ff-e88d-4de9-8243-5d60cfc37218,37.22012,-80.45249,35,4002.84
12e46954-ebdd-4797-8bab-4171b6be3863,37.22991,-80.41454,57,6356.67
1754e766-6ac2-41d3-a92f-b8b339e3c513,37.22095,-80.42274,17,1349.13
acee7571-ce4d-4e4f-9635-743aa2590d9c,37.24033,-80.43566,25,2764.01
9aa3a41b-afa7-486e-ad7b-9efced0b3333,37.22048,-80.42543,17,1590.98
952775d8-f891-4f0e-9679-0258213d2df7,37.23158,-80.43291,24,3538.72
9aa3a41b-afa7-486e-ad7b-9efced0b3333,37.22398,-80.42902,24,2151.6
c6486790-7229-4c5c-917c-1dd724202c6e,37.22531,-80.44513,67,7751.9
e85512ef-e779-4056-b481-9ff43d4ce0a7,37.204,-80.41244,33,4029.52
5e5848db-4521-4c68-a07c-f933db61feba,37.23231,-80.41685,40,8085.02
9aa3a41b-afa7-486e-ad7b-9efced0b3333,37.22235,-80.42342,59,5113.25
9aa3a41b-afa7-486e-ad7b-9efced0b3333,37.22598,-80.42287,65,5716.42
9aa3a41b-afa7-486e-ad7b-9efced0b3333,37.22667,-80.42157,67,5855.71
9aa3a41b-afa7-486e-ad7b-9efced0b3333,37.22803,-80.41969,69,6084.45
a3e0a9ca-519e-46bb-8d72-849b8761e92e,37.22966,-80.42085,2,211.01
a3e0a9ca-519e-46bb-8d72-849b8761e92e,37.23154,-80.42213,4,456.6
4080f024-0d3a-41a9-a896-09caaae627dc,37.22491,-80.4368,38,3388.11
4080f024-0d3a-41a9-a896-09caaae627dc,37.22482,-80.4354,40,3511.81
257f44ff-e88d-4de9-8243-5d60cfc37218,37.23054,-80.4361,79,8812.86
257f44ff-e88d-4de9-8243-5d60cfc37218,37.22649,-80.44104,74,8180.66
257f44ff-e88d-4de9-8243-5d60cfc37218,37.22155,-80.44839,66,7031.31
257f44ff-e88d-4de9-8243-5d60cfc37218,37.22108,-80.4522,34,3893.19
257f44ff-e88d-4de9-8243-5d60cfc37218,37.21883,-80.45323,37,4162.41
257f44ff-e88d-4de9-8243-5d60cfc37218,37.21788,-80.45335,39,4293.25
af28b4ce-a18f-46a6-8adc-f78736cff55d,37.19567,-80.39784,24,5657.17
af28b4ce-a18f-46a6-8adc-f78736cff55d,37.19568,-80.39983,27,5845.69
af28b4ce-a18f-46a6-8adc-f78736cff55d,37.19762,-80.40126,31,6129.4
c6486790-7229-4c5c-917c-1dd724202c6e,37.23177,-80.42812,81,9518.6
1e9c74bf-1e21-42ca-aec4-1cd739aab59b,37.16434,-80.41811,79,13459.91
2f26405a-cad2-44df-825d-ebe1ccc9c460,37.23255,-80.40917,57,6150.27
2f26405a-cad2-44df-825d-ebe1ccc9c460,37.23177,-80.41032,58,6283.04
ba3e8b63-7da1-48b6-ad74-8156f78c0164,37.24176,-80.43475,27,3582.26
ba3e8b63-7da1-48b6-ad74-8156f78c0164,37.24025,-80.43565,29,3768.68
18198cf5-0f58-4aaf-9923-bc1d1a8546ce,37.2298,-80.41873,0,0
3c0c60ac-f8ef-450a-86dc-1313cdf03b2e,37.20932,-80.39879,47,5122.07
fa3aa891-9c84-4f0e-8ca0-98379291938f,37.23236,-80.42342,4,395.79
fa3aa891-9c84-4f0e-8ca0-98379291938f,37.23301,-80.42477,6,538.27
fa3aa891-9c84-4f0e-8ca0-98379291938f,37.23181,-80.42828,8,923.87
fa3aa891-9c84-4f0e-8ca0-98379291938f,37.23132,-80.42964,69,7686.53
a3e0a9ca-519e-46bb-8d72-849b8761e92e,37.2403,-80.4165,20,2189.62
ec0cfac2-948b-4f86-89a7-99139111ce80,37.22962,-80.43758,39,4228.2
18198cf5-0f58-4aaf-9923-bc1d1a8546ce,37.16312,-80.41962,89,13823.12
18198cf5-0f58-4aaf-9923-bc1d1a8546ce,37.1641,-80.41985,90,13933.05
18198cf5-0f58-4aaf-9923-bc1d1a8546ce,37.16434,-80.41811,91,14088.85
18198cf5-0f58-4aaf-9923-bc1d1a8546ce,37.1653,-80.41796,92,14196.63
2f26405a-cad2-44df-825d-ebe1ccc9c460,37.23114,-80.41126,59,6392.44
1754e766-6ac2-41d3-a92f-b8b339e3c513,37.22043,-80.42574,19,1620.04
e85512ef-e779-4056-b481-9ff43d4ce0a7,37.19918,-80.40708,39,4847.56
af28b4ce-a18f-46a6-8adc-f78736cff55d,37.22478,-80.40902,7,1262.24
af28b4ce-a18f-46a6-8adc-f78736cff55d,37.22377,-80.40791,8,1411.09
18198cf5-0f58-4aaf-9923-bc1d1a8546ce,37.16262,-80.42336,85,13370.61
952775d8-f891-4f0e-9679-0258213d2df7,37.23149,-80.42884,27,3902.63
4080f024-0d3a-41a9-a896-09caaae627dc,37.22643,-80.43754,36,3206.98
210a31f9-865b-46c5-b8f4-5497279b8a45,37.22288,-80.40694,9,1541.19
9aa3a41b-afa7-486e-ad7b-9efced0b3333,37.22493,-80.4368,39,3327.41
9aa3a41b-afa7-486e-ad7b-9efced0b3333,37.22097,-80.42276,58,4948.94
acee7571-ce4d-4e4f-9635-743aa2590d9c,37.23032,-80.42861,10,1247.2
acee7571-ce4d-4e4f-9635-743aa2590d9c,37.23113,-80.42873,11,1337.57
1754e766-6ac2-41d3-a92f-b8b339e3c513,37.22731,-80.42433,7,542.91
1754e766-6ac2-41d3-a92f-b8b339e3c513,37.22657,-80.42502,9,647.33
3c0c60ac-f8ef-450a-86dc-1313cdf03b2e,37.20427,-80.40992,84,9385.65
9aa3a41b-afa7-486e-ad7b-9efced0b3333,37.22097,-80.42276,16,1347.97
