stop_lat,stop_code,stop_lon,stop_id,stop_url,parent_station,stop_desc,stop_name,location_type,zone_id
21.3739,1867,-157.9194,1867,http://hea.thebus.org/nextbus.asp?s=1867,,,KAHUAPAANI ST + ULUNE ST,0,
21.4001,2031,-157.9626,2031,http://hea.thebus.org/nextbus.asp?s=2031,,,HOOLAULEA ST + OPP HOOHAKU ST,0,
21.2796,1200,-157.7023,1200,http://hea.thebus.org/nextbus.asp?s=1200,,,LUNALILO HOME RD + OPP ANAPALAU ST,0,
21.3727,1866,-157.9172,1866,http://hea.thebus.org/nextbus.asp?s=1866,,,ULUNE ST + HALAWA VALLEY RD,0,
21.2594,4026,-157.7957,4026,http://hea.thebus.org/nextbus.asp?s=4026,,,KAHALA AVE + OPP PAIKAU ST,0,
21.3768,1869,-157.9168,1869,http://hea.thebus.org/nextbus.asp?s=1869,,,HALAWA HEIGHTS RD + IWAIWA ST,0,
21.2576,4024,-157.8012,4024,http://hea.thebus.org/nextbus.asp?s=4024,,,DIAMOND HEAD RD + 3701,0,
21.259,4025,-157.7975,4025,http://hea.thebus.org/nextbus.asp?s=4025,,,KAHALA AVE + KULAMANU ST,0,
21.2559,4022,-157.8092,4022,http://hea.thebus.org/nextbus.asp?s=4022,,,DIAMOND HEAD RD + DIAMOND HEAD LIGHT,0,
21.2571,4023,-157.8025,4023,http://hea.thebus.org/nextbus.asp?s=4023,,,DIAMOND HEAD RD + 3647,0,
21.2573,4020,-157.8157,4020,http://hea.thebus.org/nextbus.asp?s=4020,,,DIAMOND HEAD RD + 3165,0,
21.2563,4021,-157.8125,4021,http://hea.thebus.org/nextbus.asp?s=4021,,,DIAMOND HEAD RD + BEACH RD,0,
21.3955,643,-158.1611,643,http://hea.thebus.org/nextbus.asp?s=643,,,FARRINGTON HWY + OPP LUALEI PL,0,
21.2601,4028,-157.7922,4028,http://hea.thebus.org/nextbus.asp?s=4028,,,KAHALA AVE + ROYAL PL,0,
21.2609,4029,-157.7896,4029,http://hea.thebus.org/nextbus.asp?s=4029,,,KAHALA AVE + OPP ELEPAIO ST,0,
21.3134,592,-157.8643,592,http://hea.thebus.org/nextbus.asp?s=592,,,N KING ST + RIVER ST,0,
21.3313,344,-157.8432,344,http://hea.thebus.org/nextbus.asp?s=344,,,PALI HWY + 2627,0,
21.3329,345,-157.842,345,http://hea.thebus.org/nextbus.asp?s=345,,,PALI HWY + MOANAWAI PL,0,
21.3344,346,-157.8409,346,http://hea.thebus.org/nextbus.asp?s=346,,,PALI HWY + LAIMI RD,0,
21.3355,347,-157.84,347,http://hea.thebus.org/nextbus.asp?s=347,,,PALI HWY + QUEEN EMMA SUMMER PALACE,0,
21.3247,340,-157.8486,340,http://hea.thebus.org/nextbus.asp?s=340,,,NUUANU AVE + NUUANU CEMETARY,0,
21.3264,341,-157.8473,341,http://hea.thebus.org/nextbus.asp?s=341,,,NUUANU AVE + OPP KAWANANAKOA PL,0,
21.3273,342,-157.8465,342,http://hea.thebus.org/nextbus.asp?s=342,,,NUUANU AVE + OPP WYLLIE ST,0,
21.3306,343,-157.8439,343,http://hea.thebus.org/nextbus.asp?s=343,,,PALI HWY + OPP JACK LN,0,
21.3035,3997,-157.8006,3997,http://hea.thebus.org/nextbus.asp?s=3997,,,PETER ST + BERTRAM ST,0,
21.3035,3996,-157.7999,3996,http://hea.thebus.org/nextbus.asp?s=3996,,,PETER ST + 2632,0,
21.3032,3995,-157.7988,3995,http://hea.thebus.org/nextbus.asp?s=3995,,,PETER ST + QUINCY PL,0,
21.3045,3994,-157.7983,3994,http://hea.thebus.org/nextbus.asp?s=3994,,,PETER ST + OPP RUTH PL,0,
21.3372,348,-157.8378,348,http://hea.thebus.org/nextbus.asp?s=348,,,PALI HWY + PUIWA RD,0,
21.3379,349,-157.837,349,http://hea.thebus.org/nextbus.asp?s=349,,,PALI HWY + DOWSETT AVE (MAKAI),0,
21.3217,3991,-157.8872,3991,http://hea.thebus.org/nextbus.asp?s=3991,,,AUIKI ST + OPP MOKAUEA ST,0,
21.3222,3990,-157.8895,3990,http://hea.thebus.org/nextbus.asp?s=3990,,,AUIKI ST + OPP PUUHALE RD,0,
21.3704,1296,-157.7216,1296,http://hea.thebus.org/nextbus.asp?s=1296,,,HELE ST + HUMUULA ST,0,
21.6606,2318,-158.0549,2318,http://hea.thebus.org/nextbus.asp?s=2318,,,KAMEHAMEHA HWY + OPP KE WAENA RD,0,
21.6632,2319,-158.052,2319,http://hea.thebus.org/nextbus.asp?s=2319,,,KAMEHAMEHA HWY + OPP KE NUI RD,0,
21.6572,2316,-158.0581,2316,http://hea.thebus.org/nextbus.asp?s=2316,,,KAMEHAMEHA HWY + KAHAE RD,0,
21.6589,2317,-158.0568,2317,http://hea.thebus.org/nextbus.asp?s=2317,,,KAMEHAMEHA HWY + PUKEA RD,0,
21.6529,2314,-158.0605,2314,http://hea.thebus.org/nextbus.asp?s=2314,,,KAMEHAMEHA HWY + KUMUPALI RD,0,
21.6556,2315,-158.059,2315,http://hea.thebus.org/nextbus.asp?s=2315,,,KAMEHAMEHA HWY + HAKUOLA RD,0,
21.6487,2312,-158.0623,2312,http://hea.thebus.org/nextbus.asp?s=2312,,,KAMEHAMEHA HWY + PUPUKEA RD,0,
21.651,2313,-158.0615,2313,http://hea.thebus.org/nextbus.asp?s=2313,,,KAMEHAMEHA HWY + PUULA RD,0,
21.6402,2310,-158.06,2310,http://hea.thebus.org/nextbus.asp?s=2310,,,KAMEHAMEHA HWY + WAIMEA VALLEY RD,0,
21.6453,2311,-158.0634,2311,http://hea.thebus.org/nextbus.asp?s=2311,,,KAMEHAMEHA HWY + KAPUHI ST,0,
21.4981,4527,-158.0292,4527,http://hea.thebus.org/nextbus.asp?s=4527,,,KILANI AVE + MANGO ST,0,
21.2992,298,-157.8214,298,http://hea.thebus.org/nextbus.asp?s=298,,,METCALF ST + UNIVERSITY AVE,0,
21.2994,299,-157.8243,299,http://hea.thebus.org/nextbus.asp?s=299,,,METCALF ST + MARQUES ST,0,
21.2922,296,-157.8217,296,http://hea.thebus.org/nextbus.asp?s=296,,,UNIVERSITY AVE + S KING ST,0,
21.2972,297,-157.8211,297,http://hea.thebus.org/nextbus.asp?s=297,,,UNIVERSITY AVE + DOLE ST,0,
21.2885,294,-157.825,294,http://hea.thebus.org/nextbus.asp?s=294,,,UNIVERSITY AVE + DATE ST,0,
21.2905,295,-157.823,295,http://hea.thebus.org/nextbus.asp?s=295,,,UNIVERSITY AVE + 831,0,
21.2922,292,-157.6673,292,http://hea.thebus.org/nextbus.asp?s=292,,,KEALAHOU ST + KIPUKAI PL,0,
21.2912,293,-157.6656,293,http://hea.thebus.org/nextbus.asp?s=293,,,KEALAHOU ST + KALANIANAOLE HWY,0,
21.2919,290,-157.672,290,http://hea.thebus.org/nextbus.asp?s=290,,,KEALAHOU ST + HOLOKAI PL,0,
21.2916,291,-157.67,291,http://hea.thebus.org/nextbus.asp?s=291,,,KEALAHOU ST + KUANALU PL,0,
21.2868,3773,-157.7794,3773,http://hea.thebus.org/nextbus.asp?s=3773,,,HALEKOA DR + PALIPAA PL,0,
21.2849,3772,-157.7808,3772,http://hea.thebus.org/nextbus.asp?s=3772,,,HALEKOA DR + OPP UHI PL,0,
21.284,3771,-157.781,3771,http://hea.thebus.org/nextbus.asp?s=3771,,,HALEKOA DR + 1645,0,
21.2828,3770,-157.7801,3770,http://hea.thebus.org/nextbus.asp?s=3770,,,HALEKOA DR + 1465,0,
21.2984,3777,-157.7747,3777,http://hea.thebus.org/nextbus.asp?s=3777,,,HALEKOA DR + AHAAINA PL,0,
21.2948,3776,-157.7759,3776,http://hea.thebus.org/nextbus.asp?s=3776,,,HALEKOA DR + AHAKU PL,0,
21.2928,3775,-157.7763,3775,http://hea.thebus.org/nextbus.asp?s=3775,,,HALEKOA DR + AHAPII PL,0,
21.289,3774,-157.7775,3774,http://hea.thebus.org/nextbus.asp?s=3774,,,HALEKOA DR + OPP ALAELOA ST,0,
21.2984,3779,-157.7775,3779,http://hea.thebus.org/nextbus.asp?s=3779,,,HALEKOA DR + AHAMELE PL,0,
21.2994,3778,-157.7763,3778,http://hea.thebus.org/nextbus.asp?s=3778,,,HALEKOA DR + 2419,0,
21.2845,270,-157.7176,270,http://hea.thebus.org/nextbus.asp?s=270,,,KALANIANAOLE HWY + OPP HAWAII KAI DR,0,
21.2828,271,-157.715,271,http://hea.thebus.org/nextbus.asp?s=271,,,KALANIANAOLE HWY + OPP KEAHOLE ST,0,
21.2803,272,-157.7101,272,http://hea.thebus.org/nextbus.asp?s=272,,,KALANIANAOLE HWY + 6999,0,
21.2793,273,-157.7089,273,http://hea.thebus.org/nextbus.asp?s=273,,,KALANIANAOLE HWY + PORTLOCK RD,0,
21.2753,274,-157.6933,274,http://hea.thebus.org/nextbus.asp?s=274,,,KALANIANAOLE HWY + HANAUMA BAY RD,0,
21.2866,275,-157.6728,275,http://hea.thebus.org/nextbus.asp?s=275,,,KALANIANAOLE HWY + SANDY BEACH,0,
21.2905,276,-157.6653,276,http://hea.thebus.org/nextbus.asp?s=276,,,KALANIANAOLE HWY + OPP KEALAHOU ST,0,
21.297,277,-157.6624,277,http://hea.thebus.org/nextbus.asp?s=277,,,KALANIANAOLE HWY + OPP HAWAII KAI GO,0,
21.2947,278,-157.687,278,http://hea.thebus.org/nextbus.asp?s=278,,,HAWAII KAI DR + KALALEA ST,0,
21.2932,279,-157.6847,279,http://hea.thebus.org/nextbus.asp?s=279,,,HAWAII KAI DR + AHUKINI ST,0,
21.3204,738,-157.8622,738,http://hea.thebus.org/nextbus.asp?s=738,,,VINEYARD BL + LILIHA ST,0,
21.3296,581,-157.8827,581,http://hea.thebus.org/nextbus.asp?s=581,,,DILLINGHAM BL + PUUHALE RD,0,
21.3964,642,-158.1629,642,http://hea.thebus.org/nextbus.asp?s=642,,,FARRINGTON HWY + OPP HAKIMO RD,0,
21.4703,2442,-157.8445,2442,http://hea.thebus.org/nextbus.asp?s=2442,,,KAMEHAMEHA HWY + OPP PULAMA RD,0,
21.473,2443,-157.8445,2443,http://hea.thebus.org/nextbus.asp?s=2443,,,KAMEHAMEHA HWY + OPP KAIMALOLO PL,0,
21.4656,2440,-157.8435,2440,http://hea.thebus.org/nextbus.asp?s=2440,,,KAMEHAMEHA HWY + 47-705,0,
21.4668,2441,-157.8436,2441,http://hea.thebus.org/nextbus.asp?s=2441,,,KAMEHAMEHA HWY + NUKUWAI PL,0,
21.4847,2446,-157.8476,2446,http://hea.thebus.org/nextbus.asp?s=2446,,,KAMEHAMEHA HWY + WAIAHOLE BEACH PARK,0,
21.4869,2447,-157.8494,2447,http://hea.thebus.org/nextbus.asp?s=2447,,,KAMEHAMEHA HWY + OPP 48-262,0,
21.4764,2444,-157.8424,2444,http://hea.thebus.org/nextbus.asp?s=2444,,,KAMEHAMEHA HWY + 48-009,0,
21.482,2445,-157.8449,2445,http://hea.thebus.org/nextbus.asp?s=2445,,,KAMEHAMEHA HWY + OPP WAIAHOLE VALLEY,0,
21.4885,2448,-157.85,2448,http://hea.thebus.org/nextbus.asp?s=2448,,,KAMEHAMEHA HWY + 48-279,0,
21.4923,2449,-157.8506,2449,http://hea.thebus.org/nextbus.asp?s=2449,,,KAMEHAMEHA HWY + 48-387,0,
21.3334,108,-157.8506,108,http://hea.thebus.org/nextbus.asp?s=108,,,ROOKE AVE + WYLLIE ST,0,
21.3323,109,-157.8499,109,http://hea.thebus.org/nextbus.asp?s=109,,,WYLLIE ST + OPP HUENE ST,0,
21.335,102,-157.846,102,http://hea.thebus.org/nextbus.asp?s=102,,,LILIHA ST + 2639,0,
21.3355,103,-157.8453,103,http://hea.thebus.org/nextbus.asp?s=103,,,LILIHA ST + HAWAII ST,0,
21.3345,101,-157.8467,101,http://hea.thebus.org/nextbus.asp?s=101,,,LILIHA ST + KAUAI ST,0,
21.3355,106,-157.8477,106,http://hea.thebus.org/nextbus.asp?s=106,,,ROOKE AVE + KAUAI ST,0,
21.3345,107,-157.8492,107,http://hea.thebus.org/nextbus.asp?s=107,,,ROOKE AVE + MAUI ST,0,
21.3364,104,-157.8457,104,http://hea.thebus.org/nextbus.asp?s=104,,,HAWAII ST + PUUNUI AVE,0,
21.3363,105,-157.8467,105,http://hea.thebus.org/nextbus.asp?s=105,,,ROOKE AVE + HAWAII ST,0,
21.4003,2046,-157.9674,2046,http://hea.thebus.org/nextbus.asp?s=2046,,,WAIMANO HOME RD + WAHINANI ST,0,
21.4034,2047,-157.9661,2047,http://hea.thebus.org/nextbus.asp?s=2047,,,WAIMANO HOME RD + NOELANI ST,0,
21.3956,2044,-157.9694,2044,http://hea.thebus.org/nextbus.asp?s=2044,,,WAIMANO HOME RD + HOOLAULEA ST,0,
21.3979,2045,-157.9684,2045,http://hea.thebus.org/nextbus.asp?s=2045,,,WAIMANO HOME RD + HOOMALU ST,0,
21.3907,2042,-157.9515,2042,http://hea.thebus.org/nextbus.asp?s=2042,,,MOANALUA RD + KAAHUMANU ST,0,
21.3952,2040,-157.9524,2040,http://hea.thebus.org/nextbus.asp?s=2040,,,NOELANI ST + KAAHUMANU ST,0,
21.3936,2041,-157.9529,2041,http://hea.thebus.org/nextbus.asp?s=2041,,,KAAHUMANU ST + NOELANI ST,0,
21.5277,2188,-158.0393,2188,http://hea.thebus.org/nextbus.asp?s=2188,,,KAMEHAMEHA HWY + HELEMANO PLANTATION,0,
21.2938,3691,-157.7095,3691,http://hea.thebus.org/nextbus.asp?s=3691,,,HAWAII KAI DR + KUMUKAHI PL,0,
21.4046,2048,-157.9656,2048,http://hea.thebus.org/nextbus.asp?s=2048,,,WAIMANO HOME RD + HOOMAEMAE ST,0,
21.4094,2049,-157.9635,2049,http://hea.thebus.org/nextbus.asp?s=2049,,,WAIMANO HOME RD + OPP KUAHAKA ST,0,
21.3514,2839,-157.9197,2839,http://hea.thebus.org/nextbus.asp?s=2839,,,ALA ALOALO ST + LIKINI ST,0,
21.3498,2838,-157.9189,2838,http://hea.thebus.org/nextbus.asp?s=2838,,,ALA ALOALO ST + PUUKU MAUKA DR,0,
21.3545,2834,-157.9221,2834,http://hea.thebus.org/nextbus.asp?s=2834,,,WANAKA ST + MIKO ST,0,
21.4551,2688,-158.1737,2688,http://hea.thebus.org/nextbus.asp?s=2688,,,WAIANAE VALLEY RD + 85-850,0,
21.4533,2689,-158.175,2689,http://hea.thebus.org/nextbus.asp?s=2689,,,WAIANAE VALLEY RD + 85-772,0,
21.4571,2684,-158.1677,2684,http://hea.thebus.org/nextbus.asp?s=2684,,,KEPAUALA ST + KANEAKI ST,0,
21.4576,2685,-158.168,2685,http://hea.thebus.org/nextbus.asp?s=2685,,,KANEAKI ST + OPP KEPAUALA ST,0,
21.4585,2686,-158.169,2686,http://hea.thebus.org/nextbus.asp?s=2686,,,KANEAKI ST + WAIANAE VALLEY RD,0,
21.4581,2687,-158.1701,2687,http://hea.thebus.org/nextbus.asp?s=2687,,,WAIANAE VALLEY RD + PILIUKA PL,0,
21.4571,2680,-158.164,2680,http://hea.thebus.org/nextbus.asp?s=2680,,,KANEAKI ST + OPP KOOLINA ST,0,
21.4556,2681,-158.1654,2681,http://hea.thebus.org/nextbus.asp?s=2681,,,KUMAIPO ST + PUNANAULA ST,0,
21.4557,2682,-158.1662,2682,http://hea.thebus.org/nextbus.asp?s=2682,,,KUMAIPO ST + 85-1208,0,
21.4562,2683,-158.1673,2683,http://hea.thebus.org/nextbus.asp?s=2683,,,KUMAIPO ST + KEPAUALA ST,0,
21.4201,1436,-157.7488,1436,http://hea.thebus.org/nextbus.asp?s=1436,,,MOKAPU BL + KALAHEO AVE,0,
21.301,3999,-157.8032,3999,http://hea.thebus.org/nextbus.asp?s=3999,,,BERTRAM ST + 1772,0,
21.4221,1437,-157.7485,1437,http://hea.thebus.org/nextbus.asp?s=1437,,,KANEOHE BAY DR + MOKAPU BL,0,
21.3916,645,-158.1565,645,http://hea.thebus.org/nextbus.asp?s=645,,,FARRINGTON HWY + OPP MOHIHI ST,0,
21.4382,3441,-158.0154,3441,http://hea.thebus.org/nextbus.asp?s=3441,,,KUAHELANI AVE + HOKULEWA PL,0,
21.302,3998,-157.8023,3998,http://hea.thebus.org/nextbus.asp?s=3998,,,BERTRAM ST + OPP SAINT LOUIS DR,0,
21.4167,1434,-157.7504,1434,http://hea.thebus.org/nextbus.asp?s=1434,,,MOKAPU BL + OPP ILILANI ST,0,
21.2756,91,-157.8129,91,http://hea.thebus.org/nextbus.asp?s=91,,,CAMPBELL AVE + CATHERINE ST,0,
21.2768,90,-157.8132,90,http://hea.thebus.org/nextbus.asp?s=90,,,CAMPBELL AVE + CASTLE ST,0,
21.2731,93,-157.8121,93,http://hea.thebus.org/nextbus.asp?s=93,,,CAMPBELL AVE + GEORGE ST,0,
21.2743,92,-157.8125,92,http://hea.thebus.org/nextbus.asp?s=92,,,CAMPBELL AVE + ESTHER ST,0,
21.2698,95,-157.8114,95,http://hea.thebus.org/nextbus.asp?s=95,,,CAMPBELL AVE + MONSARRAT AVE,0,
21.2717,94,-157.8117,94,http://hea.thebus.org/nextbus.asp?s=94,,,CAMPBELL AVE + HINANO ST,0,
21.2691,96,-157.8136,96,http://hea.thebus.org/nextbus.asp?s=96,,,MONSARRAT AVE + KANAINA ST,0,
21.2901,3207,-157.7122,3207,http://hea.thebus.org/nextbus.asp?s=3207,,,HAWAII KAI DR + OPP OPIHIKAO PL,0,
21.3872,1990,-157.944,1990,http://hea.thebus.org/nextbus.asp?s=1990,,,MOANALUA RD + OPP PEARLRIDGE ELEMENT,0,
21.3774,1993,-157.9241,1993,http://hea.thebus.org/nextbus.asp?s=1993,,,ULUNE ST + OPP ALIIPOE DR,0,
21.4689,1620,-158.0032,1620,http://hea.thebus.org/nextbus.asp?s=1620,,,UKUWAI ST + MILILANI PARK & RIDE,0,
21.457,1627,-158.0164,1627,http://hea.thebus.org/nextbus.asp?s=1627,,,KAMEHAMEHA HWY + KUAHELANI AVE,0,
21.3768,1994,-157.9222,1994,http://hea.thebus.org/nextbus.asp?s=1994,,,ULUNE ST + OPP PUALAA ST,0,
21.4201,1625,-158.0063,1625,http://hea.thebus.org/nextbus.asp?s=1625,,,KAMEHAMEHA HWY + KA UKA BL,0,
21.4111,1624,-158.0003,1624,http://hea.thebus.org/nextbus.asp?s=1624,,,KAMEHAMEHA HWY + WAIPIO UKA ST,0,
21.3939,1999,-157.9527,1999,http://hea.thebus.org/nextbus.asp?s=1999,,,KAAHUMANU ST + OPP NOELANI ST,0,
21.3908,1998,-157.9523,1998,http://hea.thebus.org/nextbus.asp?s=1998,,,MOANALUA RD + KAAHUMANU ST,0,
21.463,1629,-158.0235,1629,http://hea.thebus.org/nextbus.asp?s=1629,,,KAMEHAMEHA HWY + WAIKALANI DR,0,
21.4586,1628,-158.0174,1628,http://hea.thebus.org/nextbus.asp?s=1628,,,KAMEHAMEHA HWY + KIPAPA ST,0,
21.2894,3209,-157.7148,3209,http://hea.thebus.org/nextbus.asp?s=3209,,,KAWAIHAE ST + OPP HAKALAU PL,0,
21.2886,3208,-157.7139,3208,http://hea.thebus.org/nextbus.asp?s=3208,,,HAWAII KAI DR + KAWAIHAE ST,0,
21.337,2861,-157.9013,2861,http://hea.thebus.org/nextbus.asp?s=2861,,,PUULOA RD + KILIHAU ST,0,
21.3389,2862,-157.9013,2862,http://hea.thebus.org/nextbus.asp?s=2862,,,PUULOA RD + MAPUNAPUNA PL,0,
21.3435,2863,-157.8998,2863,http://hea.thebus.org/nextbus.asp?s=2863,,,PUULOA RD + MOKUMOA ST,0,
21.4821,559,-158.2285,559,http://hea.thebus.org/nextbus.asp?s=559,,,LAWAIA ST + MAKAU ST,0,
21.3467,2865,-157.8908,2865,http://hea.thebus.org/nextbus.asp?s=2865,,,ALA MAHAMOE ST + OPP UNULAU PL,0,
21.3476,2866,-157.8902,2866,http://hea.thebus.org/nextbus.asp?s=2866,,,ALA MAHAMOE ST + ALA KOLOPUA ST,0,
21.3499,2867,-157.8883,2867,http://hea.thebus.org/nextbus.asp?s=2867,,,ALA MAHAMOE ST + ALA NOLUNOLU ST,0,
21.3519,2868,-157.8868,2868,http://hea.thebus.org/nextbus.asp?s=2868,,,ALA MAHAMOE ST + ALA WAIOPUA ST,0,
21.3542,2869,-157.8858,2869,http://hea.thebus.org/nextbus.asp?s=2869,,,ALA MAHAMOE ST + PILIALOHA PL,0,
21.4643,551,-158.2129,551,http://hea.thebus.org/nextbus.asp?s=551,,,FARRINGTON HWY + JADE ST,0,
21.4689,553,-158.2154,553,http://hea.thebus.org/nextbus.asp?s=553,,,FARRINGTON HWY + OPP MOUA ST,0,
21.4669,552,-158.2143,552,http://hea.thebus.org/nextbus.asp?s=552,,,FARRINGTON HWY + NALU NANI CT,0,
21.2918,4010,-157.8099,4010,http://hea.thebus.org/nextbus.asp?s=4010,,,SAINT LOUIS DR + OPP KAMINAKA DR,0,
21.426,1439,-157.7526,1439,http://hea.thebus.org/nextbus.asp?s=1439,,,KANEOHE BAY DR + OPP HALIA ST,0,
21.2818,1199,-157.7007,1199,http://hea.thebus.org/nextbus.asp?s=1199,,,LUNALILO HOME RD + KAUMAKANI ST,0,
21.2826,1198,-157.7001,1198,http://hea.thebus.org/nextbus.asp?s=1198,,,LUNALILO HOME RD + OPP KAUMAKANI ST,0,
21.3489,3348,-157.9359,3348,http://hea.thebus.org/nextbus.asp?s=3348,,,CENTER DR + MAIN ST,0,
21.3524,3349,-157.9333,3349,http://hea.thebus.org/nextbus.asp?s=3349,,,RADFORD DR + CENTER DR,0,
21.2847,3342,-157.8202,3342,http://hea.thebus.org/nextbus.asp?s=3342,,,DATE ST + OPP LAAU ST,0,
21.2949,1190,-157.6905,1190,http://hea.thebus.org/nextbus.asp?s=1190,,,LUNALILO HOME RD + 780,0,
21.2916,1193,-157.6941,1193,http://hea.thebus.org/nextbus.asp?s=1193,,,LUNALILO HOME RD + OPP AHUKINI ST,0,
21.2924,1192,-157.6931,1192,http://hea.thebus.org/nextbus.asp?s=1192,,,LUNALILO HOME RD + KOAMANO ST,0,
21.2881,1195,-157.6967,1195,http://hea.thebus.org/nextbus.asp?s=1195,,,LUNALILO HOME RD + WAILUA ST,0,
21.2904,1194,-157.6952,1194,http://hea.thebus.org/nextbus.asp?s=1194,,,LUNALILO HOME RD + KALANIPUU ST,0,
21.284,1197,-157.6992,1197,http://hea.thebus.org/nextbus.asp?s=1197,,,LUNALILO HOME RD + OPP KALAKUA ST,0,
21.2869,1196,-157.6974,1196,http://hea.thebus.org/nextbus.asp?s=1196,,,LUNALILO HOME RD + OPP KAPAIA ST,0,
21.4246,1759,-157.8075,1759,http://hea.thebus.org/nextbus.asp?s=1759,,,HEEIA ST + OPP KALIMALOA ST,0,
21.4259,1758,-157.8066,1758,http://hea.thebus.org/nextbus.asp?s=1758,,,KAMEHAMEHA HWY + HEEIA ST,0,
21.4282,1757,-157.8077,1757,http://hea.thebus.org/nextbus.asp?s=1757,,,KAMEHAMEHA HWY + AHUI NANI PL,0,
21.4303,1756,-157.8082,1756,http://hea.thebus.org/nextbus.asp?s=1756,,,KAMEHAMEHA HWY + OPP IPUKA ST,0,
21.4332,1755,-157.8097,1755,http://hea.thebus.org/nextbus.asp?s=1755,,,KAMEHAMEHA HWY + OPP IMILOA ST,0,
21.4424,1754,-157.8115,1754,http://hea.thebus.org/nextbus.asp?s=1754,,,KAMEHAMEHA HWY + OPP HEEIA KEA BOAT,0,
21.4481,1753,-157.8145,1753,http://hea.thebus.org/nextbus.asp?s=1753,,,KAMEHAMEHA HWY + 46-620,0,
21.4509,1752,-157.8149,1752,http://hea.thebus.org/nextbus.asp?s=1752,,,KAMEHAMEHA HWY + 47-018,0,
21.4527,1751,-157.8157,1751,http://hea.thebus.org/nextbus.asp?s=1751,,,KAMEHAMEHA HWY + 47-054,0,
21.453,1750,-157.8189,1750,http://hea.thebus.org/nextbus.asp?s=1750,,,KAMEHAMEHA HWY + HUNALEPO ST,0,
21.3182,1177,-157.67,1177,http://hea.thebus.org/nextbus.asp?s=1177,,,KALANIANAOLE HWY + OPP MAKAI PIER,0,
21.3238,1176,-157.679,1176,http://hea.thebus.org/nextbus.asp?s=1176,,,KALANIANAOLE HWY + OPP 41-489,0,
21.3248,1175,-157.6812,1175,http://hea.thebus.org/nextbus.asp?s=1175,,,KALANIANAOLE HWY + OPP 41-525,0,
21.3254,1174,-157.6825,1174,http://hea.thebus.org/nextbus.asp?s=1174,,,KALANIANAOLE HWY + OPP KAIONA BEACH,0,
21.3267,1173,-157.6853,1173,http://hea.thebus.org/nextbus.asp?s=1173,,,KALANIANAOLE HWY + BELL ST,0,
21.3273,1172,-157.6893,1172,http://hea.thebus.org/nextbus.asp?s=1172,,,NALU ST + ALA KOA ST,0,
21.3267,1171,-157.6897,1171,http://hea.thebus.org/nextbus.asp?s=1171,,,NALU ST + BELL ST,0,
21.3268,1170,-157.6917,1170,http://hea.thebus.org/nextbus.asp?s=1170,,,NAKINI ST + NALU ST,0,
21.32,4253,-157.8696,4253,http://hea.thebus.org/nextbus.asp?s=4253,,,DILLINGHAM BL + ALAKAWA ST,0,
21.2824,4255,-157.8295,4255,http://hea.thebus.org/nextbus.asp?s=4255,,,KUHIO AVE + OPP LAUNIU ST,0,
21.2921,1179,-157.6666,1179,http://hea.thebus.org/nextbus.asp?s=1179,,,KEALAHOU ST + MAKAAOA ST,0,
21.291,1178,-157.6654,1178,http://hea.thebus.org/nextbus.asp?s=1178,,,KEALAHOU ST + KALANIANAOLE HWY,0,
21.3188,123,-157.8638,123,http://hea.thebus.org/nextbus.asp?s=123,,,LILIHA ST + N KING ST,0,
21.3942,644,-158.1593,644,http://hea.thebus.org/nextbus.asp?s=644,,,FARRINGTON HWY + OPP PRINCESS KAHANU,0,
21.3901,1284,-157.7404,1284,http://hea.thebus.org/nextbus.asp?s=1284,,,HAMAKUA DR + OPP AOLOA ST,0,
21.3811,1287,-157.7411,1287,http://hea.thebus.org/nextbus.asp?s=1287,,,KEOLU DR + KAELEPULU ELEMENTARY SCHO,0,
21.3823,1286,-157.7406,1286,http://hea.thebus.org/nextbus.asp?s=1286,,,KEOLU DR + AKIOHALA ST,0,
21.3057,1281,-157.8642,1281,http://hea.thebus.org/nextbus.asp?s=1281,,,ALOHA TOWER,0,
21.3076,1280,-157.8629,1280,http://hea.thebus.org/nextbus.asp?s=1280,,,BISHOP ST + QUEEN ST,0,
21.3922,1283,-157.7409,1283,http://hea.thebus.org/nextbus.asp?s=1283,,,HAHANI ST + HEKILI ST,0,
21.3022,1282,-157.8634,1282,http://hea.thebus.org/nextbus.asp?s=1282,,,ALA MOANA BL + OPP PUNCHBOWL ST,0,
21.3034,1003,-157.8526,1003,http://hea.thebus.org/nextbus.asp?s=1003,,,ALAPAI TRANSIT CENTER (UNLOADING),0,
21.3778,1288,-157.7406,1288,http://hea.thebus.org/nextbus.asp?s=1288,,,KEOLU DR + AKIPOHE ST,0,
21.2818,876,-157.8312,876,http://hea.thebus.org/nextbus.asp?s=876,,,SARATOGA RD + KALAKAUA AVE,0,
21.4536,1579,-157.8181,1579,http://hea.thebus.org/nextbus.asp?s=1579,,,KAMEHAMEHA HWY + 47-115,0,
21.4527,1578,-157.8155,1578,http://hea.thebus.org/nextbus.asp?s=1578,,,KAMEHAMEHA HWY + 47-055,0,
21.3852,689,-157.9505,689,http://hea.thebus.org/nextbus.asp?s=689,,,KAMEHAMEHA HWY + HEKAHA ST,0,
21.3871,688,-157.9545,688,http://hea.thebus.org/nextbus.asp?s=688,,,KAMEHAMEHA HWY + OPP KAAHUMANU ST,0,
21.2805,877,-157.8336,877,http://hea.thebus.org/nextbus.asp?s=877,,,KALIA RD + SARATOGA RD,0,
