service_id,date,exception_type
1,20130218,1
2,20121215,1
2,20121222,1
2,20121229,1
2,20130105,1
2,20130112,1
2,20130119,1
2,20130126,1
2,20130202,1
2,20130209,1
2,20130216,1
2,20130223,1
2,20130302,1
2,20130309,1
2,20130316,1
2,20130323,1
2,20130330,1
2,20130406,1
2,20130413,1
2,20130420,1
2,20130427,1
2,20130504,1
2,20130511,1
2,20130518,1
2,20130525,1
2,20130601,1
2,20130608,1
3,20121216,1
3,20121223,1
3,20121225,1
3,20121230,1
3,20130101,1
3,20130106,1
3,20130113,1
3,20130120,1
3,20130127,1
3,20130203,1
3,20130210,1
3,20130217,1
3,20130224,1
3,20130303,1
3,20130310,1
3,20130317,1
3,20130324,1
3,20130331,1
3,20130407,1
3,20130414,1
3,20130421,1
3,20130428,1
3,20130505,1
3,20130512,1
3,20130519,1
3,20130526,1
3,20130602,1
4,20121211,1
4,20121212,1
4,20121213,1
4,20121214,1
4,20121217,1
4,20121218,1
4,20121219,1
4,20121220,1
4,20121221,1
4,20121224,1
4,20121226,1
4,20121227,1
4,20121228,1
4,20121231,1
4,20130102,1
4,20130103,1
4,20130104,1
4,20130107,1
4,20130108,1
4,20130109,1
4,20130110,1
4,20130111,1
4,20130114,1
4,20130115,1
4,20130116,1
4,20130117,1
4,20130118,1
4,20130121,1
4,20130122,1
4,20130123,1
4,20130124,1
4,20130125,1
4,20130128,1
4,20130129,1
4,20130130,1
4,20130131,1
4,20130201,1
4,20130204,1
4,20130205,1
4,20130206,1
4,20130207,1
4,20130208,1
4,20130211,1
4,20130212,1
4,20130213,1
4,20130214,1
4,20130215,1
4,20130219,1
4,20130220,1
4,20130221,1
4,20130222,1
4,20130225,1
4,20130226,1
4,20130227,1
4,20130228,1
4,20130301,1
4,20130304,1
4,20130305,1
4,20130306,1
4,20130307,1
4,20130308,1
4,20130311,1
4,20130312,1
4,20130313,1
4,20130314,1
4,20130315,1
4,20130318,1
4,20130319,1
4,20130320,1
4,20130321,1
4,20130322,1
4,20130325,1
4,20130326,1
4,20130327,1
4,20130328,1
4,20130329,1
4,20130401,1
4,20130402,1
4,20130403,1
4,20130404,1
4,20130405,1
4,20130408,1
4,20130409,1
4,20130410,1
4,20130411,1
4,20130412,1
4,20130415,1
4,20130416,1
4,20130417,1
4,20130418,1
4,20130419,1
4,20130422,1
4,20130423,1
4,20130424,1
4,20130425,1
4,20130426,1
4,20130429,1
4,20130430,1
4,20130501,1
4,20130502,1
4,20130503,1
4,20130506,1
4,20130507,1
4,20130508,1
4,20130509,1
4,20130510,1
4,20130513,1
4,20130514,1
4,20130515,1
4,20130516,1
4,20130517,1
4,20130520,1
4,20130521,1
4,20130522,1
4,20130523,1
4,20130524,1
4,20130527,1
4,20130528,1
4,20130529,1
4,20130530,1
4,20130531,1
4,20130603,1
4,20130604,1
4,20130605,1
4,20130606,1
4,20130607,1
5,20121214,1
5,20121221,1
5,20121228,1
5,20130104,1
5,20130111,1
5,20130118,1
5,20130125,1
5,20130201,1
5,20130208,1
5,20130215,1
5,20130222,1
5,20130301,1
5,20130308,1
5,20130315,1
5,20130322,1
5,20130329,1
5,20130405,1
5,20130412,1
5,20130419,1
5,20130426,1
5,20130503,1
5,20130510,1
5,20130517,1
5,20130524,1
5,20130531,1
5,20130607,1
6,20121211,1
6,20121212,1
6,20121213,1
6,20121217,1
6,20121218,1
6,20121219,1
6,20121220,1
6,20121224,1
6,20121226,1
6,20121227,1
6,20121231,1
6,20130102,1
6,20130103,1
6,20130107,1
6,20130108,1
6,20130109,1
6,20130110,1
6,20130114,1
6,20130115,1
6,20130116,1
6,20130117,1
6,20130121,1
6,20130122,1
6,20130123,1
6,20130124,1
6,20130128,1
6,20130129,1
6,20130130,1
6,20130131,1
6,20130204,1
6,20130205,1
6,20130206,1
6,20130207,1
6,20130211,1
6,20130212,1
6,20130213,1
6,20130214,1
6,20130219,1
6,20130220,1
6,20130221,1
6,20130225,1
6,20130226,1
6,20130227,1
6,20130228,1
6,20130304,1
6,20130305,1
6,20130306,1
6,20130307,1
6,20130311,1
6,20130312,1
6,20130313,1
6,20130314,1
6,20130318,1
6,20130319,1
6,20130320,1
6,20130321,1
6,20130325,1
6,20130326,1
6,20130327,1
6,20130328,1
6,20130401,1
6,20130402,1
6,20130403,1
6,20130404,1
6,20130408,1
6,20130409,1
6,20130410,1
6,20130411,1
6,20130415,1
6,20130416,1
6,20130417,1
6,20130418,1
6,20130422,1
6,20130423,1
6,20130424,1
6,20130425,1
6,20130429,1
6,20130430,1
6,20130501,1
6,20130502,1
6,20130506,1
6,20130507,1
6,20130508,1
6,20130509,1
6,20130513,1
6,20130514,1
6,20130515,1
6,20130516,1
6,20130520,1
6,20130521,1
6,20130522,1
6,20130523,1
6,20130527,1
6,20130528,1
6,20130529,1
6,20130530,1
6,20130603,1
6,20130604,1
6,20130605,1
6,20130606,1
7,20121216,1
7,20121223,1
7,20121230,1
7,20130106,1
7,20130113,1
7,20130120,1
7,20130127,1
7,20130203,1
7,20130210,1
7,20130217,1
7,20130224,1
7,20130303,1
7,20130310,1
7,20130317,1
7,20130324,1
7,20130331,1
7,20130407,1
7,20130414,1
7,20130421,1
7,20130428,1
7,20130505,1
7,20130512,1
7,20130519,1
7,20130526,1
7,20130602,1
